,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,LPlant.L1.End.Angle,LPlant.L1.End.Length,LPlant.L1.Mid.Angle,LPlant.L1.Mid.Length,LPlant.L1.Stem.Angle,A1,N1,A2,N2,a,b,c,d,total_blade_length,upblade_length,downblade_length,curled
10,MIH119_1011,13,2,1,B37/H95,B73/PHN82,,,61.0,53.0,30.0,59.0,15.0,0.03478214443463052,2.1547005383792524,-0.10159135726523631,1.9547881664091213,29.500000000000007,46.354844478387975,51.09549882328188,25.694909873055863,93.7656539161706,61.982970849282914,31.7826830668877,0.0
11,MIH119_1012,14,2,1,B37/H95,B14A/H95,,,60.0,62.0,27.0,70.0,20.0,0.49216631960605733,1.3999096671234095,-0.8913338232939962,1.1534645975173226,31.779334981768276,53.6935750346352,62.370456693185744,30.999999999999996,109.06438365860365,70.71009107262468,38.35429258597896,0.0
12,MIH119_1013,15,2,1,B37/MO17,B37/MO17,,1.0,36.0,69.0,25.0,72.0,13.0,0.06586841097601087,2.0198003712923183,-0.14344716315872372,1.8078733915575687,30.42851484533036,40.557182408180644,65.2541606666388,55.82217261187137,89.05724924227876,74.74236103477686,14.314888207501902,0.0
13,MIH119_1014,16,2,1,B37/MO17,B14A/MO17,,,57.0,69.0,48.0,59.0,25.0,0.007980509148693199,2.25,-0.003115738027424138,2.4283194002903055,43.84554470316626,57.86826918823426,39.478705775172635,37.58009341603686,76.57970767058973,62.363408107571615,14.216299563018117,0.0
14,MIH119_1015,17,2,1,B37/MO17,B37/MO17,,1.0,50.0,64.0,61.0,61.0,25.0,0.006868055219369662,2.25,-0.08615096734501733,2.0472199534288533,46.72871103025766,55.97566125692133,39.2100441908789,31.02781569576557,77.28003121434692,64.36204504370124,12.917986170645687,0.0
15,MIH119_1016,18,2,1,B37/MO17,B14A/MO17,,,80.0,62.0,45.0,56.0,15.0,0.010067200392332878,2.25,-0.059321465130236894,2.017569615234859,39.59797974644666,61.058080686756895,39.597979746446654,10.766187015349681,96.956623982597,59.31112906990044,37.64549491269655,0.0
16,MIH119_1017,19,2,1,B37/OH43,B37/OH43,,1.0,70.0,60.0,55.0,53.0,34.0,0.010362491020256862,2.1173164920551293,-0.07483340626677637,1.9055942287137522,43.41505834731657,56.381557247154504,30.39955112660544,20.521208599540124,72.15930721664748,55.279103614781924,16.88020360186555,0.0
17,MIH119_1018,20,2,1,B37/OH43,B14A/OH43,,,79.0,45.0,45.0,54.0,30.0,0.06949993122221865,1.732050807568877,-1.6825625758730292,1.6018804523079837,38.18376618407357,44.173223255144876,38.18376618407356,8.586404791944517,86.05819105372062,55.66591403302309,30.39227702069753,0.0
18,MIH119_1019,21,2,1,B37/OH43,B37/OH43,,1.0,55.0,70.0,37.0,69.0,15.0,0.012589122140809789,2.25,-0.05816776160077627,2.00997252359725,41.525236597491336,57.34064310022943,55.10585019326321,40.15035054457322,95.9103433186314,73.153132135617,22.757211183014412,0.0
19,MIH119_1020,22,2,1,B37/OH43,B14A/OH43,,,85.0,74.0,37.0,50.0,20.0,0.03470652913182727,2.070372736996004,-0.03298322361056597,1.8335110542742552,30.09075115760242,73.71840765878918,39.931775502364644,6.449524963326704,109.28663718798566,52.52192008214207,56.7647171058436,0.0
20,MIH119_1021,23,2,1,CG119/CG108,CG119/CG108,,1.0,80.0,72.0,50.0,57.0,23.0,0.007475710975410037,2.25,-0.029101268431781704,2.0336470848460992,43.66453325778175,70.90615821687898,36.63889375213274,12.502668792018984,98.19506842575967,60.14158307362248,38.05348535213719,0.0
21,MIH119_1022,24,2,1,CG119/CG108,LOCAL CHECK = LG5499VT2RIB,,,35.0,74.0,35.0,74.0,23.0,0.12513040433159986,1.649585585458971,0.0,0.0,42.44465628997742,42.44465628997742,60.61725127738539,60.61725127738539,75.92178575859778,75.92178575859778,0.0,1.0
22,MIH119_1023,25,2,1,CG119/CG108,LOCAL CHECK = LG5499VT2RIB,,,50.0,42.0,20.0,61.0,16.0,1.2122852723091242,1.2693150521081138,-2.422965089079079,1.0417230281665852,20.863228742865797,32.173866610997074,57.32124986794041,26.99707960683465,93.57642417559332,61.20858451481267,32.36783966078065,0.0
23,MIH119_1024,26,2,1,CG119/CG108,CG119/CG108,,1.0,75.0,60.0,45.0,48.0,28.0,0.044858927861399986,1.880726465346332,-0.10110453319795058,1.637360007418022,33.941125496954285,57.9555495773441,33.94112549695428,15.529142706151244,80.8216292002021,49.88034141882618,30.94128778137593,0.0
24,MIH119_1025,27,2,1,CG44/CGR01,CG44/CGR01,,1.0,72.0,56.0,45.0,62.0,20.0,0.00886449777651278,2.25,-0.22802331126671496,2.1210319964236226,43.84062043356595,53.2591649125286,43.840620433565945,17.304951684997054,94.77968583985987,65.66589289881836,29.11379294104151,0.0
25,MIH119_1026,28,2,1,CG44/CGR01,CG44/CGR01,,1.0,58.0,64.0,40.0,70.0,20.0,0.010226559484499758,2.25,-0.20955556623188995,2.0395419490587408,44.99513267805776,54.27507815401126,53.62311101832846,33.914832910925114,96.88215175661134,74.24222543525484,22.639926321356498,0.0
26,MIH119_1027,29,2,1,CGR01/CG44,PHW52/PHN82,,,90.0,63.0,75.0,48.0,28.0,0.0022147320123926235,2.25,-0.04279929196689124,2.016974103462081,46.36443966187528,63.0,12.423314164920995,0.0,70.25944394741367,48.65819758691698,21.601246360496692,0.0
28,MIH119_1029,30,3,1,F42/OH43,F42/OH43,,,90.0,61.0,40.0,54.0,20.0,0.014145226275466216,2.25,-0.05032173061130807,2.0530564105491558,34.71053092307312,61.0,41.36639992842481,0.0,108.60313585201767,57.27257390719659,51.33056194482109,0.0
29,MIH119_1030,29,3,1,F42/OH43,F42/H95,,1.0,90.0,66.0,50.0,48.0,23.0,0.009267114421047822,2.25,-0.032556749674593696,2.0307089638719593,36.770133269710946,66.0,30.853805264953884,0.0,95.18835369183284,50.64554364094524,44.542810050887596,0.0
30,MIH119_1031,28,3,1,F42/OH43,F42/MO17,,,65.0,65.0,47.0,64.0,18.0,0.0076167827612987704,2.25,-0.10050004505259953,2.0378039828303725,46.80663690362691,58.91000615738225,43.6478950439999,27.470187013145463,88.88555507419038,67.69996091407135,21.185594160119027,0.0
31,MIH119_1032,27,3,1,F42/OH43,F42/MO17,,,80.0,57.0,35.0,59.0,27.0,0.3822984205437343,1.3742346705242758,-1.121719068827372,1.138439614754388,33.84100974471173,56.134041921695854,48.32997061305051,9.897946127015029,104.1604090665715,59.657480737336826,44.50292832923468,0.0
32,MIH119_1033,26,3,1,F42/OH43,F42/H95,,,60.0,56.0,25.0,68.0,15.0,0.17850694986129217,1.7402838721929148,-0.3493862180609122,1.5306745596592006,28.73804179836756,48.49742261192857,61.62892951849219,27.999999999999996,109.37854145427318,69.68056632484996,39.69797512942321,0.0
33,MIH119_1034,25,3,1,F42/OH43,F42/OH43,,1.0,70.0,74.0,40.0,68.0,25.0,0.058159345707139126,1.7994549660566954,-0.16054253107587457,1.5737326311519821,43.70955745868468,69.53725393815722,52.09102213209051,25.309490606099484,108.4420057935709,70.40929674271696,38.03270905085393,0.0
34,MIH119_1035,24,3,1,H95/B14A,PHG39/PHN82,,,80.0,59.0,50.0,62.0,20.0,0.00672986666892392,2.25,-0.1884600144762649,2.141217833142724,47.494755473376635,58.10365742772027,39.85283180056543,10.245242482348889,97.97055542359286,65.41716053622093,32.55339488737194,0.0
35,MIH119_1036,23,3,1,H95/B14A,PHG39/PHN82,,,64.0,70.0,40.0,64.0,15.0,0.011438712151932779,2.25,-0.03248873916052918,2.0565648099580853,41.13840701993852,62.91558324094169,49.02684435961459,30.68598027523542,97.64782323354666,67.878606112233,29.769217121313655,0.0
36,MIH119_1037,22,3,1,Mo44/PHT69,Mo44/PHT69,,,80.0,56.0,40.0,58.0,18.0,0.012936509354998627,2.25,-0.10712571901905447,2.005098907972237,37.28168136181928,55.14923416868365,44.43057770090073,9.724297949348099,102.11431791090452,61.51498678921116,40.59933112169336,0.0
37,MIH119_1038,21,3,1,Mo44/PHT69,Mo44/PHT69,,1.0,90.0,75.0,75.0,63.0,20.0,0.0015765111367299005,2.25,-0.06878086650554216,2.063929287851431,60.853327056211306,75.0,16.305599841458807,0.0,86.53916015687608,63.86388433282853,22.67527582404755,0.0
38,MIH119_1039,20,3,1,Mo44_PHW65_0001/PHT69,Mo44_PHW65_0001/PHT69,WIPV17/30001,1.0,89.0,57.0,54.0,55.0,28.0,0.006322089258056854,2.25,-0.1991595611668521,2.0030154342501985,44.49593469062211,56.9913186239143,32.328188876086024,0.9947871669251601,92.60494715835208,57.76621143206274,34.83873572628933,0.0
39,MIH119_1040,19,3,1,Mo44_PHW65_0009/PHT69,Mo44_PHW65_0009/PHT69,WIPV17/30602,1.0,70.0,65.0,40.0,66.0,18.0,0.011007081431278857,2.25,-0.07522823332847692,2.0269042510603734,42.4239822393116,61.080020351084045,50.55893324585255,22.231309316168467,105.4946603828333,69.99981255324028,35.494847829593,0.0
40,MIH119_1041,18,3,1,Mo44_PHW65_0011/PHT69,Mo44_PHW65_0010/PHT69,WIPV17/30603,,45.0,65.0,30.0,56.0,17.0,0.08971507679376499,1.8884276397614113,-0.005282897095366944,2.13750658402031,28.000000000000007,45.96194077712559,48.49742261192856,45.961940777125584,76.25827353712776,58.049934098247455,18.208339438880316,0.0
41,MIH119_1042,17,3,1,Mo44_PHW65_0012/PHT69,Mo44_PHW65_0012/PHT69,WIPV17/30005,1.0,82.0,62.0,52.0,54.0,20.0,0.007188734672334127,2.25,-0.06426529275074595,2.025808554864223,42.55258069476298,61.39662026197736,33.24571966758555,8.628732259524057,89.34649124333713,56.854921749893215,32.49156949344391,0.0
42,MIH119_1043,16,3,1,Mo44_PHW65_0012/PHT69,Mo44_PHW65_0037/PHT69,WIPV17/30620,,68.0,68.0,41.0,70.0,22.0,0.014024802956271483,2.1515601766180805,-0.1119707994478799,1.9357378796546685,45.92413202933552,63.04850211054155,52.82967061559403,25.473248352282017,107.45132227543162,73.86561917005525,33.58570310537636,0.0
44,MIH119_1045,14,3,1,Mo44_PHW65_0015/PHT69,Mo44_PHW65_0023/PHT69,WIPV17/30009,,75.0,64.0,45.0,58.0,23.0,0.009635156105441373,2.25,-0.055615515818018955,2.005023429775376,41.01219330881976,61.81925288250037,41.012193308819754,16.564418886561327,95.04675071332083,61.429383679539754,33.617367033781065,0.0
45,MIH119_1046,13,3,1,Mo44_PHW65_0017/PHT69,Mo44_PHW65_0017/PHT69,WIPV17/30607,1.0,84.0,67.0,50.0,62.0,24.0,0.00672986666892392,2.25,-0.08426402385591146,2.0211271128732426,47.494755473376635,66.63296698967432,39.85283180056543,7.003407038932782,105.10163405621883,65.41716053622093,39.684473519997894,0.0
46,MIH119_1047,12,3,1,Mo44_PHW65_0020/PHT69,Mo44_PHW65_0020/PHT69,WIPV17/30608,1.0,82.0,66.0,35.0,61.0,23.0,0.14186142002650243,1.649585585458971,-0.3213146246855538,1.4189780487163852,34.98816261741381,65.35769253694365,49.9682747016285,9.18542466336432,114.12715440979807,62.58417474695222,51.542979662845845,0.0
47,MIH119_1048,11,3,1,Mo44_PHW65_0024/PHT69,Mo44_PHW65_0024/PHT69,WIPV17/30610,1.0,60.0,58.0,35.0,67.0,8.0,0.014925902075090893,2.25,-0.1360314342646833,2.1265307430101204,38.429621235520095,50.229473419497445,54.88318696736245,28.999999999999996,100.62890506687671,70.97729166837573,29.651613398500995,0.0
49,MIH119_1050,9,3,1,Mo44_PHW65_0029/PHT69,Mo44_PHW65_0029/PHT69,WIPV17/30014,1.0,40.0,69.0,15.0,82.0,10.0,0.7629860845367263,1.5196153836158723,-0.44202002021481235,1.3014011223103474,21.2231616984067,44.352345068371214,79.2059177557036,52.85706657520948,117.96138368902038,82.6142567447016,35.34712694431877,0.0
50,MIH119_1051,8,3,1,Mo44_PHW65_0031/PHT69,Mo44_PHW65_0031/PHT69,WIPV17/30015,1.0,65.0,64.0,43.0,67.0,20.0,0.009026543245683121,2.25,-0.11906297094597305,2.0781628460916735,45.6938901241874,58.003698370345596,49.00069800848442,27.047568751404764,97.34698234788043,71.02236834662165,26.324614001258787,0.0
51,MIH119_1052,7,3,1,Mo44_PHW65_0033/PHT69,Mo44_PHW65_0033/PHT69,WIPV17/30616,1.0,60.0,58.0,45.0,60.0,20.0,0.009235378184717586,2.25,-0.19742652236754368,2.0538222051960817,42.42640687119285,50.229473419497445,42.426406871192846,28.999999999999996,79.78341815757433,63.54763828917906,16.23577986839527,0.0
52,MIH119_1053,6,3,1,Mo44_PHW65_0033/PHT69,Mo44_PHW65_0036/PHT69,WIPV17/30019,,60.0,52.0,30.0,55.0,15.0,0.03771919286349934,2.1547005383792524,-0.07962354252122023,1.9568399089799253,27.500000000000007,45.03332099679081,47.63139720814412,25.999999999999996,86.86221855305223,57.78073553746711,29.08148301558513,0.0
53,MIH119_1054,5,3,1,Mo44_PHW65_0034/PHT69,Mo44_PHW65_0034/PHT69,WIPV17/30017,1.0,75.0,62.0,40.0,54.0,13.0,0.014145226275466216,2.25,-0.036184560502841384,2.030642632145677,34.71053092307312,59.88740122992223,41.36639992842481,16.046780796356288,94.6755831526064,57.27257390719659,37.40300924540982,0.0
54,MIH119_1055,4,3,1,Mo44_PHW65_0035/PHT69,Mo44_PHW65_0035/PHT69,WIPV17/30618,1.0,76.0,65.0,45.0,59.0,25.0,0.013980190010891739,2.144506920509559,-0.0706026095231465,1.9302435755744745,41.71930009000631,63.069222207939774,41.7193000900063,15.724923213978402,97.2429227403488,62.16090469272167,35.08201804762713,0.0
55,MIH119_1056,3,3,1,Mo44_PHW65_0042/PHT69,Mo44_PHW65_0042/PHT69,WIPV17/30021,1.0,66.0,68.0,44.0,64.0,25.0,0.01779625212663698,2.0709262606321674,-0.09374376719850379,1.8382345396416597,44.45813570937583,62.12109111969686,46.03774722167367,27.65809172915441,93.64152531347246,67.20340616046425,26.438119153008188,0.0
57,MIH119_1058,4,4,1,Mo44_PHW65_0056/PHT69,Mo44_PHW65_0056/PHT69,WIPV17/30625,1.0,90.0,44.0,43.0,42.0,25.0,0.03746490999501604,1.9997850557017824,-0.25436790918647767,1.7549940517868687,28.643931122624934,44.0,30.71685546800516,0.0,79.21389932390721,43.951247272086725,35.26265205182049,0.0
58,MIH119_1059,5,4,1,Mo44_PHW65_0060/PHT69,Mo44_PHW65_0060/PHT69,WIPV17/30626,1.0,70.0,59.0,38.0,55.0,18.0,0.01566965122971873,2.25,-0.043124048280396704,2.046416911229296,33.861381142911206,55.4418646263686,43.34059144836971,20.179188456214455,91.53388069598878,58.32409967804041,33.20978101794837,0.0
59,MIH119_1060,6,4,1,Mo44_PHW65_0063/PHT69,Mo44_PHW65_0063/PHT69,WIPV17/30627,1.0,65.0,53.0,28.0,68.0,18.0,0.20751745240730987,1.636433364385344,-0.6890450246389266,1.4393323836559881,31.92406626944058,48.034312712942445,60.040436314407025,22.39876787225707,110.8462699801639,69.49021855292993,41.356051427233936,0.0
60,MIH119_1061,7,4,1,Mo44_PHW65_0067/PHT69,Mo44_PHW65_0067/PHT69,WIPV17/30629,1.0,90.0,80.0,45.0,50.0,30.0,0.0735279168561381,1.732050807568877,-0.12113842277765698,1.494253014318048,35.35533905932738,80.0,35.35533905932737,0.0,109.40076782772354,51.54251299353989,57.85825483418366,0.0
61,MIH119_1062,8,4,1,Mo44_PHW65_0069/PHT69,Mo44_PHW65_0069/PHT69,WIPV17/30631,1.0,90.0,54.0,45.0,44.0,20.0,0.01360905288271835,2.25,-0.0555956125343468,2.0211150978397954,31.112698372208094,54.0,31.112698372208087,0.0,87.0605400553095,46.60160141206463,40.458938643244856,0.0
62,MIH119_1063,9,4,1,Mo44_PHW65_0073/PHT69,Mo44_PHW65_0073/PHT69,WIPV17/30632,1.0,70.0,60.0,40.0,56.0,20.0,0.013516587653469496,2.25,-0.049631804629799665,2.0270419548179937,35.9961061424462,56.381557247154504,42.89848881466277,20.521208599540124,91.12152146969186,59.39378034820387,31.727741121487988,0.0
63,MIH119_1064,10,4,1,Mo44_PHW65_0074/PHT69,Mo44_PHW65_0068/PHT69,WIPV17/30030,,70.0,66.0,40.0,50.0,19.0,0.015573620711413475,2.25,-0.016059955177757546,2.0272355743157227,32.13938048432697,62.01971297186996,38.302222155948904,22.573329459494136,87.786074171183,53.03016102518204,34.755913146000964,0.0
64,MIH119_1065,11,4,1,Mo44_PHW65_0084/PHT69,Mo44_PHW65_0080/PHT69,WIPV17/30634,,90.0,49.0,40.0,45.0,20.0,0.017765869049466542,2.25,-0.07189086433498067,2.057959577282942,28.925442435894272,49.0,34.47199994035401,0.0,89.44379783652703,47.727144922663825,41.716652913863186,0.0
65,MIH119_1066,12,4,1,Mo44_PHW65_0084/PHT69,Mo44_PHW65_0083/PHT69,WIPV17/30635,,70.0,61.0,40.0,58.0,17.0,0.012936509354998627,2.25,-0.0554596280770846,2.0188626369125178,37.28168136181928,57.321249867940416,44.43057770090073,20.863228742865793,93.9334454545824,61.51498678921116,32.41845866537125,0.0
66,MIH119_1067,13,4,1,Mo44_PHW65_0084/PHT69,Mo44_PHW65_0084/PHT69,WIPV17/30636,1.0,84.0,63.0,55.0,58.0,20.0,0.005613531198678202,2.25,-0.11453480018119225,2.005760263325525,47.51081856876152,62.65487940820122,33.26743330836067,6.5852931858621675,92.81867011978088,60.83588052198052,31.982789597800334,0.0
67,MIH119_1068,14,4,1,Mo44_PHW65_0084/PHT69,Mo44_PHW65_0242/PHT69,WIPV17/30105,,55.0,58.0,40.0,65.0,15.0,0.011219161585617846,2.25,-0.48801689619509575,2.0177626698861486,41.781194629625055,47.51081856876152,49.79288880273357,33.26743330836067,86.94120211266073,68.93920933273667,18.001992779924077,0.0
68,MIH119_1069,15,4,1,Mo44_PHW65_0092/PHT69,Mo44_PHW65_0092/PHT69,WIPV17/30637,1.0,89.0,58.0,55.0,56.0,25.0,0.005865244202301097,2.25,-0.18158934726214487,2.0617226544698677,45.87251448018354,57.99116631907069,32.12028043565858,1.0122395733624436,93.27689604472027,58.73809153846396,34.538804506256334,0.0
70,MIH119_1071,17,4,1,Mo44_PHW65_0098/PHT69,Mo44_PHW65_0098/PHT69,WIPV17/30639,1.0,83.0,53.0,45.0,55.0,30.0,0.06857261530181327,1.7320508075688772,-0.6147814553384235,1.5145102554409064,38.890872965260115,52.604946036990064,38.89087296526011,6.4590752004728165,92.3640053692402,56.69676429289388,35.667241076346315,0.0
71,MIH119_1072,18,4,1,Mo44_PHW65_0099/PHT69,Mo44_PHW65_0099/PHT69,WIPV17/30640,1.0,85.0,64.0,45.0,49.0,26.0,0.024147214755234323,2.0503038415792965,-0.05892173348268166,1.8395795451220949,34.64823227814083,63.756460677871715,34.648232278140824,5.577967535850123,94.0318728249375,51.37690522343392,42.654967601503564,0.0
72,MIH119_1073,19,4,1,Mo44_PHW65_0104/PHT69,Mo44_PHW65_0104/PHT69,WIPV17/30643,1.0,80.0,65.0,50.0,55.0,27.0,0.007817046765618776,2.25,-0.04222985386967226,2.0564835584362418,42.13244437154379,64.01250394579353,35.35331853275966,11.287131548350471,92.17620200062066,58.031352088583084,34.14484991203758,0.0
73,MIH119_1074,20,4,1,Mo44_PHW65_0105/PHT69,Mo44_PHW65_0105/PHT69,WIPV17/30644,1.0,75.0,69.0,45.0,47.0,30.0,0.0769350142351359,1.7320508075688772,-0.07673513697068685,1.510450263873317,33.23401871576774,66.64888201394571,33.23401871576773,17.85851411207393,85.58481416621598,48.44996221392751,37.13485195228848,0.0
74,MIH119_1075,21,4,1,Mo44_PHW65_0110/PHT69,Mo44_PHW65_0103/PHT69,WIPV17/30642,,87.0,75.0,50.0,44.0,25.0,0.010331900768670375,2.25,-0.013378044474448047,2.018967728080669,33.70595549723503,74.89721510659304,28.282654826207725,3.925196718220787,95.8571785918302,46.425081670866454,49.43209692096373,0.0
75,MIH119_1076,22,4,1,Mo44_PHW65_0110/PHT69,Mo44_PHW65_0110/PHT69,WIPV17/30645,1.0,72.0,68.0,38.0,52.0,25.0,0.12313198992985885,1.6754724329383015,-0.1262823648577365,1.4523894978975211,32.01439671693423,64.67184310807043,40.97655918754954,21.013155617496423,92.16894877519894,53.461720643438866,38.707228131760075,0.0
76,MIH119_1077,23,4,1,Mo44_PHW65_0113/PHT69,Mo44_PHW65_0113/PHT69,WIPV17/30647,1.0,88.0,66.0,43.0,51.0,27.0,0.05633367555680341,1.830163904595815,-0.135562125275841,1.6145406355524814,34.78191636318742,65.95979458326032,37.299038782577696,2.303366782365064,100.91130977995142,52.881992542651766,48.02931723729965,0.0
77,MIH119_1078,24,4,1,Mo44_PHW65_0115/PHT69,Mo44_PHW65_0115/PHT69,WIPV17/30648,1.0,66.0,61.0,44.0,56.0,20.0,0.010658931998808697,2.25,-0.0529481580943999,2.0112296928649593,38.90086874570385,55.72627291619865,40.28302881896446,24.81093522762381,83.22785172467678,59.339460977952854,23.88839074672393,0.0
78,MIH119_1079,25,4,1,Mo44_PHW65_0116/PHT69,Mo44_PHW65_0116/PHT69,WIPV17/30649,1.0,68.0,64.0,42.0,64.0,24.0,0.023846176228278664,2.022340594865029,-0.15565273378744665,1.790397339160731,42.82435880696693,59.339766692274395,47.561268830553225,23.97482197861837,96.84068215506687,67.06837845712421,29.772303697942654,0.0
79,MIH119_1080,26,4,1,Mo44_PHW65_0118/PHT69,Mo44_PHW65_0118/PHT69,WIPV17/30050,1.0,69.0,64.0,47.0,65.0,17.0,0.007470588946249545,2.25,-0.12579910099941255,2.052548869814375,47.53799060524608,59.74914729582091,44.3298934040624,22.935548770899217,94.50073351492406,68.7577728033537,25.742960711570365,0.0
80,MIH119_1081,27,4,1,Mo44_PHW65_0120/PHT69,Mo44_PHW65_0120/PHT69,WIPV17/30651,1.0,75.0,72.0,44.0,62.0,18.0,0.009385536725324422,2.25,-0.03324799964909125,2.0329208947059265,43.06881896845783,69.54665949281292,44.599067620996365,18.634971247381493,104.53499867020074,65.69726036844777,38.837738301752964,0.0
81,MIH119_1082,28,4,1,Mo44_PHW65_0128/PHT69,Mo44_PHW65_0135/PHT69,WIPV17/30655,,90.0,63.0,53.0,53.0,28.0,0.0069796525009304285,2.25,-0.0621290151151544,2.060564640486158,42.32768203250652,63.0,31.896196227058557,0.0,95.57067289721539,55.73590842997199,39.834764467243396,0.0
83,MIH119_1084,30,4,1,Mo44_PHW65_0134/PHT69,Mo44_PHW65_0134/PHT69,WIPV17/30654,1.0,64.0,73.0,32.0,63.0,8.0,0.019942194798835373,2.25,-0.019384991660547253,2.017923796896223,33.384913646691906,65.61196537983919,53.427030057854836,32.00109371560265,106.73538672009144,66.60951736383721,40.12586935625423,0.0
84,MIH119_1085,30,5,1,Mo44_PHW65_0134/PHT69,Mo44_PHW65_0111/PHT69,WIPV17/30646,,80.0,74.0,50.0,70.0,23.0,0.005782604928051586,2.25,-0.07520591724409567,2.048176348411815,53.62311101832846,72.87577372290339,44.99513267805775,12.849965147352844,113.04598542702936,73.85808447637847,39.1879009506509,0.0
85,MIH119_1086,29,5,1,Mo44_PHW65_0136/PHT69,Mo44_PHW65_0136/PHT69,WIPV17/30656,1.0,60.0,54.0,35.0,66.0,19.0,0.03339573398846173,2.033550349099248,-0.41350377744780437,1.9117995632543212,37.85604479916905,46.76537180435969,54.06403492307346,26.999999999999996,98.31782007665899,69.14663718501198,29.171182891647,0.0
86,MIH119_1087,28,5,1,Mo44_PHW65_0139/PHT69,Mo44_PHW65_0139/PHT69,WIPV17/30657,1.0,80.0,56.0,40.0,45.0,30.0,0.25923634948520574,1.4533631938113547,-0.44867148190865547,1.2276111592249452,28.925442435894272,55.14923416868365,34.47199994035401,9.724297949348099,81.94618777122875,45.710235754005204,36.235952017223546,0.0
87,MIH119_1088,27,5,1,Mo44_PHW65_0139/PHT69,Mo44_PHW65_0121/PHT69,WIPV17/30652,,70.0,65.0,50.0,50.0,17.0,0.008806099060971819,2.25,-0.01675858104683937,2.041788508964205,38.302222155948904,61.080020351084045,32.13938048432696,22.231309316168467,78.17473495611735,52.75577462598463,25.418960330132723,0.0
88,MIH119_1089,26,5,1,Mo44_PHW65_0144/PHT69,Mo44_PHW65_0144/PHT69,WIPV17/30659,1.0,83.0,78.0,36.0,27.0,29.0,0.5830382964187499,1.3107174167572966,-0.022320675211162464,1.532807645831721,15.870201811896775,77.41859982802312,21.843458848123582,9.505808785601504,90.15729839282386,27.223588427723286,62.933709965100576,0.0
