plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,End.Angle_L1,End.Length_L1,Mid.Angle_L1,Mid.Length_L1,Stem.Angle_L1,A1_L1,N1_L1,A2_L1,N2_L1,a_L1,b_L1,c_L1,d_L1,model_leaf_length_L1,End.Angle_L2,End.Length_L2,Mid.Angle_L2,Mid.Length_L2,Stem.Angle_L2,A1_L2,N1_L2,A2_L2,N2_L2,a_L2,b_L2,c_L2,d_L2,model_leaf_length_L2
MIH119_1014,16,2,1,B37/MO17,B14A/MO17,,,64.5,70.0,51.5,61.5,30.0,0.008133940630473971,2.210661476608602,-0.14024907576983894,3.3885572644903683,48.13563776883086,62.69664092259508,38.093798850819795,29.760150008329067,82.55436029553618,65.5,75.5,36.0,73.5,22.5,1.0724794598123892,1.973154408061248,-0.8178121627533106,2.835089581098438,41.71381491374866,66.53143348541602,58.87494711658554,33.02373018121125,117.68078772758457
MIH119_1015,17,2,1,B37/MO17,B37/MO17,,1.0,62.0,64.0,55.5,66.0,30.0,0.02538081805334229,2.7853967069502397,-0.004494952562481686,2.831550644238139,53.87047879847528,56.24484190507229,37.605653561385424,30.45927866972693,88.45378583860119,65.0,56.0,40.0,51.0,21.0,0.018999728092209244,2.185929273368535,-0.002366195359008977,3.0396906234958108,32.78216809401351,50.7532360740524,39.06826659906788,23.66662265747917,79.73858651532396
MIH119_1016,18,2,1,B37/MO17,B14A/MO17,,,80.0,57.5,40.0,51.0,15.0,0.0036591252269746345,3.1726304580051212,-0.003121392905068296,3.0801663345704,32.991247909297385,56.62644579820197,38.639486891870135,9.984770215848492,97.09872013528751,70.0,54.0,35.0,56.0,30.0,0.6825556447652609,1.2127950320219432,-0.5544265260997945,1.333772357603077,32.120280435658586,50.74340152243906,45.87251448018353,18.46908773958611,89.66817550326378
MIH119_1018,20,2,1,B37/OH43,B14A/OH43,,,82.0,53.0,50.0,52.5,30.0,0.03618066056058277,2.102837857987219,-1.7124471103043968,1.325958116067956,39.98026022140608,52.47054991937068,33.718082218988464,6.9514525497758335,85.3989289545245,81.5,50.5,47.0,55.0,25.0,0.03517729227704106,2.3755577598856816,-1.8626573146333212,1.4245322055310767,40.00774130403509,49.615879245848646,37.141187028401646,7.472373067676806,89.94391707566565
MIH119_1019,21,2,1,B37/OH43,B37/OH43,,1.0,70.0,68.0,41.0,59.5,22.5,0.037538394030598166,2.2721764044009043,-0.034295377217017566,2.862467298924159,38.44028782840936,61.54474658714233,45.23059462629529,22.95131478295933,97.49544839533189,77.5,59.5,44.0,57.5,29.5,0.11171500222386806,1.7613055912138798,-0.5324103283208459,1.4140147031399817,39.94304991619108,58.04848542925532,41.349677150556225,12.802021726814475,93.67571784850323
MIH119_1020,22,2,1,B37/OH43,B14A/OH43,,,85.0,74.0,37.0,50.0,20.0,0.03470652913182727,2.070372736996004,-4.513250271508706e-05,3.5799863859503094,30.09075115760242,73.71840765878919,39.93177550236464,6.449524963326705,113.30652457612571,89.0,51.0,50.0,51.0,18.0,4.754236184825974e-05,3.6678404122966635,-0.8634072333253396,1.4561846839911847,39.06826659906788,50.99223245297596,32.7821680940135,0.8900727283014591,91.14018941768866
MIH119_1021,23,2,1,CG119/CG108,CG119/CG108,,1.0,80.0,66.0,47.5,56.5,24.0,0.007875398562896523,2.4760512205507936,-0.2090664610738754,2.045702986783036,41.63125650211421,64.99731169880572,38.11843674928971,11.460779726017403,97.66634022751059,68.5,46.5,39.0,54.5,18.5,0.11811405059831652,2.9443692316349117,-1.2448440753393542,1.7051359274392677,33.753620026495426,42.220385173990735,42.62442453234416,18.299118978189572,84.90168503455732
MIH119_1022,24,2,1,CG119/CG108,LOCAL CHECK = LG5499VT2RIB,,,52.5,79.5,42.5,74.5,29.0,0.08698507129547704,1.6757930516250727,-0.10520491247354616,1.6731592696382294,49.94899476195039,61.159264528389826,54.41316100193792,44.844481730033614,107.27673166144552,67.5,59.5,34.0,51.5,25.0,0.4099063333604204,1.4985138651772385,-0.04353464941346099,3.4612516906759954,28.685533132666322,53.129422916360255,42.76212672874783,23.529699107758173,86.0067969914582
MIH119_1023,25,2,1,CG119/CG108,LOCAL CHECK = LG5499VT2RIB,,,50.0,42.0,20.0,61.0,16.0,1.2122852723091242,1.2693150521081138,-1.2925300854883504,1.3007736578028504,20.8632287428658,32.173866610997074,57.32124986794041,26.99707960683465,93.7141363883647,79.5,45.0,40.0,46.0,25.0,0.08048050772254375,1.7994549660566954,-0.5428658574352669,1.4888819740167054,29.56823004558081,43.99568946097337,35.23804438347299,8.792481265668389,78.34062737343608
MIH119_1024,26,2,1,CG119/CG108,CG119/CG108,,1.0,70.0,64.0,42.5,53.0,26.5,0.055452469689182514,1.8400907157015132,-0.003973716642120032,2.8901194488581314,35.61140342938678,59.792239547918136,39.1858515989275,22.133592252259398,86.74704695715505,58.5,43.0,31.5,51.5,22.5,1.0835320531984884,1.5732823084858316,-0.8672241737293394,1.4536572882131509,27.07352885323239,36.49250049178569,43.42168261306446,21.84256814898408,76.92429539172284
MIH119_1025,27,2,1,CG44/CGR01,CG44/CGR01,,1.0,72.0,56.0,45.0,62.0,20.0,0.0013516291697305044,2.747477419454622,-0.8441463986673658,1.5374098376058114,43.84062043356595,53.25916491252861,43.84062043356594,17.304951684997057,95.65047388959765,69.0,49.0,40.5,51.5,18.5,0.00943509982198798,2.7813103867900866,-2.6455518619410348,3.3453656436779915,33.015335657626075,42.590425783095284,39.32044030697659,20.48239872737354,81.02381216452716
MIH119_1026,28,2,1,CG44/CGR01,CG44/CGR01,,1.0,64.0,62.5,42.5,64.0,22.5,0.011269171146454609,2.224957104920919,-0.6311567444385854,1.5147537142446432,43.00366299343875,55.798164010975846,47.31765216357412,27.38903082689545,92.1010207334709,59.0,59.5,35.0,60.0,22.0,0.0942815509877402,1.8011543360293485,-0.2706300165633708,3.120878253054558,33.1805299892028,48.52887147806261,48.900439561321186,30.28457486387445,87.93461077336029
MIH119_1031,28,3,1,F42/OH43,F42/MO17,,,60.0,65.5,41.0,62.5,24.0,0.335190209054555,2.2566032783233854,-0.027913072880136072,2.5152124761750763,40.89739976052036,56.48702054022786,46.808084872814206,32.66311590615725,88.7286491128055,65.0,52.5,35.0,52.5,23.5,0.2508065316716876,1.6142235135721483,-0.4540396634599158,1.8547308493957584,30.10526546153657,47.45534855772272,42.76684776071559,21.984543869793054,82.31655866552137
MIH119_1033,26,3,1,F42/OH43,F42/H95,,,65.0,58.5,35.0,61.5,20.0,0.09682839960735562,1.9423953963512366,-0.03937166465072733,2.1926295614140607,33.81445738181384,52.909336239934504,50.25990124187614,24.4316143714329,97.9575298040203,63.0,47.5,34.5,47.5,16.0,0.03824303466083273,2.5485587387998114,-0.006111581085664559,3.05390412342861,26.863717105346762,41.86902328155899,39.17168860277744,21.67527581159621,76.32529861296702
MIH119_1034,25,3,1,F42/OH43,F42/OH43,,1.0,65.0,66.5,37.5,69.0,22.5,0.05264361524737027,1.8616296831098909,-0.5973722541319684,1.6976665134887683,41.929954001628964,60.31637638071955,54.71583261615997,27.404745303049747,106.2293262293118,71.0,63.5,35.0,60.0,16.0,0.02658966054144025,2.6090109336541376,-0.03181184914257818,3.5582751661262515,34.41458618106277,60.04548997171028,49.1491226573395,20.62917518580616,106.97205792997428
MIH119_1035,24,3,1,H95/B14A,PHG39/PHN82,,,75.0,59.0,45.0,62.5,22.5,0.030975007286690993,2.536885525631605,-0.7594750284008687,1.4430596649933023,43.99518744181431,56.77276102704444,44.056815858530534,15.212215469281672,98.63743558189181,64.0,45.5,35.0,55.5,20.0,0.0542117982851565,1.9770777522179737,-1.055631815794044,1.42804179449013,31.248296437320217,40.602367916966,45.614876373732564,19.977545862645027,85.4870492843704
MIH119_1036,23,3,1,H95/B14A,PHG39/PHN82,,,64.5,66.0,40.0,64.0,17.5,0.004870771114336733,2.7184848727490967,-0.08387830382650244,3.1216159153839813,41.13840701993852,59.553333018607,49.02684435961459,28.444156251579393,99.6341739794336,71.0,51.5,40.0,52.0,16.0,0.005205711289732252,3.126530339510589,-0.0538024035827379,2.347575346859017,33.42495570370005,47.39576825643407,39.834311042186854,17.63139477160147,84.81765335605897
MIH119_1037,22,3,1,Mo44/PHT69,Mo44/PHT69,,,72.5,56.5,42.5,59.0,21.5,0.008799108008603684,2.3634950207168504,-0.7346702733827394,1.4232713550624572,39.854044116506074,53.40438901488635,43.42849228604679,16.906769434283987,93.05599826510904,79.5,50.0,40.0,48.0,25.0,0.1289860227092751,1.8793852415718164,-0.34565470763257844,1.6109226785378519,30.85380526495389,48.2779651382608,36.77013326971094,10.122800823183157,82.83291603446372
MIH119_1039,20,3,1,Mo44_PHW65_0001/PHT69,Mo44_PHW65_0001/PHT69,WIPV17/30001,1.0,84.5,60.0,47.0,56.0,29.0,0.1173198689826252,2.02098054903285,-0.6363726508262764,1.3864395554853872,40.56741422137742,59.517103531841705,37.996361066933886,5.967311179970888,96.17634186118224,66.0,53.0,35.0,56.5,15.5,1.3737387123083709,3.565520365413792,-0.5425734209503231,2.327947580210466,30.348769892526327,44.61896686530367,45.373102785820215,21.434774191768728,91.46877158686377
MIH119_1040,19,3,1,Mo44_PHW65_0009/PHT69,Mo44_PHW65_0009/PHT69,WIPV17/30602,1.0,67.5,62.0,37.5,67.5,21.5,0.1144241164787088,2.0420415162039123,-0.5340840659380269,1.6708255905661158,41.00037817376689,57.276089893123206,53.5402121508965,23.58289337943487,105.77259821195446,67.5,48.5,40.0,57.5,24.5,0.05836333323762055,1.8420517973251649,-1.1145862254936234,1.526996747876541,36.960287556976006,44.82393334875825,44.04755547934123,18.401434615633125,86.77019206234795
MIH119_1041,18,3,1,Mo44_PHW65_0011/PHT69,Mo44_PHW65_0010/PHT69,WIPV17/30603,,57.5,62.0,35.0,57.0,23.5,0.16038846580337834,1.6708954167863832,-0.28223586927506017,3.26953420559648,32.64084068090965,50.7019027017471,46.46400015641464,33.07056461667001,82.97292309902723,68.0,52.0,38.0,54.5,25.5,0.15986691692770486,1.64454395114841,-0.5667565386587463,1.397513780158231,33.49185872088253,47.80853080956523,42.95265358515145,19.44734058664221,83.78827192669596
MIH119_1042,17,3,1,Mo44_PHW65_0012/PHT69,Mo44_PHW65_0012/PHT69,WIPV17/30005,1.0,103.5,60.0,46.0,47.5,30.0,0.5959078710315697,2.2583053663351884,-0.3836689106359473,1.7893522168921967,34.453436345955545,54.453719415369434,32.32677091773182,-12.319350524418306,100.93503783804948,85.0,62.0,55.0,50.0,18.0,2.3481515256022184e-06,4.395387608999857,-0.005497985395023193,2.751246885005402,40.9576022144496,61.764071281688224,28.678821817552304,5.403656050354806,90.03752670564134
MIH119_1043,16,3,1,Mo44_PHW65_0012/PHT69,Mo44_PHW65_0037/PHT69,WIPV17/30620,,69.0,64.5,35.5,67.0,21.0,0.12054646450662515,1.8689085021663123,-0.19363682177652594,1.7811025218318042,38.962066014667776,60.18487598924098,54.12764822889906,23.16823854757391,108.46780124408396,62.5,47.0,29.0,57.5,17.5,1.0723144878791406,2.3414867384113682,-0.3726917145500072,1.808448416832036,28.083194021594377,41.569265217791155,50.01594396277938,21.836292627425042,93.2609579370832
MIH119_1046,13,3,1,Mo44_PHW65_0017/PHT69,Mo44_PHW65_0017/PHT69,WIPV17/30607,1.0,77.0,65.0,47.5,63.0,24.5,0.007016597414478821,2.4106146574543086,-0.7719249072441836,1.2850204131420149,46.37479473465784,62.916801049593275,42.553832898252224,14.275338034224957,100.01099254935697,75.0,51.5,47.0,58.0,24.0,0.007930395589945415,2.427302527115039,-1.6850966089964194,1.4447349750717062,42.41647588038839,49.745180053887026,39.50628461903657,13.32918082277982,89.22525449873518
MIH119_1047,12,3,1,Mo44_PHW65_0020/PHT69,Mo44_PHW65_0020/PHT69,WIPV17/30608,1.0,83.5,60.5,40.0,60.0,24.0,0.0779208050186971,1.8970462529842649,-0.7070396338693522,1.5263730052750997,38.35373135371006,60.074200465994814,45.843787395817394,6.989495257242758,108.28448424269855,67.5,64.0,37.5,54.0,25.0,0.3982778963505413,1.691319284172384,-0.0005758949669522812,3.1986188117818504,32.281222920256965,59.055320633447245,42.71294692811346,24.5087280213313,90.56667270789829
MIH119_1048,11,3,1,Mo44_PHW65_0024/PHT69,Mo44_PHW65_0024/PHT69,WIPV17/30610,1.0,60.0,58.5,32.5,64.5,16.5,0.3822879516917139,3.1101835822988813,-0.062060876266075274,2.5125359911763043,34.71481061776005,50.662486121389676,54.28838100099882,29.25,101.68584734357216,70.0,41.0,26.0,55.5,22.5,1.6399803311748318,1.1700183247919376,-0.7588893647675621,1.535882011214829,23.49169685635548,36.68348025739685,49.95347186251035,15.0042717523336,93.74835476831257
MIH119_1050,9,3,1,Mo44_PHW65_0029/PHT69,Mo44_PHW65_0029/PHT69,WIPV17/30014,1.0,40.0,69.0,15.0,82.0,10.0,0.7629860845367263,1.5196153836158723,-4.2616870478369985e-06,4.9782860076188,21.2231616984067,44.35234506837122,79.2059177557036,52.857066575209465,123.35293108367878,80.0,65.5,50.0,49.5,26.5,0.005902178848964087,2.414738637114657,-0.11888368094067606,2.838679359417381,38.0270077725001,64.50490782229963,31.39646635817557,11.37395563718394,88.42547966692018
MIH119_1051,8,3,1,Mo44_PHW65_0031/PHT69,Mo44_PHW65_0031/PHT69,WIPV17/30015,1.0,60.0,65.5,39.0,66.0,20.0,0.02660299694213281,2.2429342713135467,-0.23016149665159105,2.402317387121051,41.4881792435027,56.443442668854026,51.122790443634436,32.73859499346243,95.34120772301027,49.0,49.0,34.5,57.5,19.0,0.06468184896073081,2.036502114731368,-3.130675166115912,1.4832151020075883,31.497350705848692,34.824859636222854,46.9550195501361,31.73368093971948,75.69034579173984
MIH119_1052,7,3,1,Mo44_PHW65_0033/PHT69,Mo44_PHW65_0033/PHT69,WIPV17/30616,1.0,70.0,64.5,47.5,58.0,25.0,0.00839945160120843,2.4058275959652673,-0.2699069450237933,1.7871998691093238,42.66244784292781,60.07541194168211,39.211256506819524,20.664510307176027,88.43665081741999,72.5,47.5,43.0,49.0,27.5,0.13094986421206695,1.8370325590663328,-1.0050742280227278,1.2764557437513693,33.37212154561717,45.27811302215807,35.7872189326604,14.207529901502138,75.63346438223817
MIH119_1053,6,3,1,Mo44_PHW65_0033/PHT69,Mo44_PHW65_0036/PHT69,WIPV17/30019,,60.0,52.0,30.0,55.0,15.0,0.03771919286349934,2.1547005383792524,-0.0037357688110266607,3.02501240006824,27.50000000000001,45.033320996790806,47.63139720814412,26.0,88.34658209298941,62.5,44.5,33.5,50.5,26.0,0.33753474022059965,1.546273769838616,-1.0439400241588241,1.4751484763576292,26.56513728622818,38.68647703026854,41.76101196787724,17.596328071291314,79.3717989069123
MIH119_1054,5,3,1,Mo44_PHW65_0034/PHT69,Mo44_PHW65_0034/PHT69,WIPV17/30017,1.0,72.5,56.5,40.0,54.5,21.5,0.11839853523264457,2.543951501188237,-0.42979762862098336,2.816738820430274,35.03192472791639,53.90586244500177,41.7494221499843,16.744904052982694,92.54367322661136,60.0,43.0,35.0,49.0,24.0,0.42481651479465743,1.6074632495530214,-0.7393930514438576,1.4917502640006959,27.998296437320217,36.76017096278852,39.98571124913371,21.022982956582037,71.39635668984674
MIH119_1055,4,3,1,Mo44_PHW65_0035/PHT69,Mo44_PHW65_0035/PHT69,WIPV17/30618,1.0,78.0,64.0,47.5,57.5,27.5,0.014673877276674062,2.104342346492736,-0.31111457310680984,1.542364402490215,42.308894452334535,62.55605532385446,38.85770311622625,13.332379203497508,93.65091850418527,72.5,48.5,45.0,49.0,27.5,0.04530277739153657,1.9382788640392181,-0.7834206395187481,1.4540540460940847,34.648232278140824,46.29650525945346,34.648232278140824,14.299946750158364,75.09007520054071
MIH119_1056,3,3,1,Mo44_PHW65_0042/PHT69,Mo44_PHW65_0042/PHT69,WIPV17/30021,1.0,63.0,71.5,44.5,68.0,35.0,0.5088981260633185,1.5354631303160835,-0.22555257733014994,1.6944122764930512,47.68491197740363,63.53649820176488,48.47471773355255,32.579045864577196,92.776469436136,69.0,56.0,35.0,53.0,20.0,0.060938814423515474,1.9238044001630867,-0.008270519098298271,2.5750131367601843,30.399551126605445,52.280503883843295,43.41505834731657,20.068605174536813,89.64449786342342
MIH119_1059,5,4,1,Mo44_PHW65_0060/PHT69,Mo44_PHW65_0060/PHT69,WIPV17/30626,1.0,71.5,64.25,39.0,58.0,18.0,0.00633904832287679,2.4935165157277592,-0.0020950070797607586,3.0218422183734157,36.535712666895044,60.95252258289978,45.03465123931369,20.249510967222328,100.39348633089442,67.5,54.5,35.0,51.5,17.5,0.026382321753631748,2.230053913855765,-0.0021865564150964183,3.093092422960681,29.39108404700676,50.24800154083067,42.050793797929344,20.45030428799958,87.41859733330618
MIH119_1060,6,4,1,Mo44_PHW65_0063/PHT69,Mo44_PHW65_0063/PHT69,WIPV17/30627,1.0,50.0,65.5,26.5,75.5,18.0,0.3317841398592533,1.5357903835738644,-0.4984711471669606,1.9708904956948696,33.500690996959314,46.386637374162035,67.6319913192245,43.14631366339921,105.31826186012722,30.0,42.0,18.0,55.0,10.0,0.2827472871126535,1.8427111660813895,-2.2067886663467444,1.4250469873583784,16.99593469062211,21.000000000000004,52.308108396233436,36.373066958946424,72.66043735862061
MIH119_1063,9,4,1,Mo44_PHW65_0073/PHT69,Mo44_PHW65_0073/PHT69,WIPV17/30632,1.0,67.5,66.0,42.5,56.5,25.0,0.03894269537584637,2.0187290484505778,-0.005914686881669122,3.439115604075793,38.15059633503971,60.81785895689665,41.60178767114799,25.474861722435246,89.76176584098489,66.0,59.0,45.0,59.5,26.5,0.04312601437045107,2.05608928094526,-0.5797917675944484,1.4006545811306637,42.023253078940655,53.68276876063217,42.10963808351944,24.13018245948134,83.97790607923541
MIH119_1064,10,4,1,Mo44_PHW65_0074/PHT69,Mo44_PHW65_0068/PHT69,WIPV17/30030,,67.5,69.0,40.0,56.5,22.0,0.03498112850140104,2.1181886211877616,-0.0006329673997830796,3.776232961899911,36.31749994728948,63.63693681925438,43.281511036222255,26.500922152412247,94.44700524873964,72.5,54.0,42.0,49.5,25.0,0.04911489740259646,1.964038969925024,-0.3144552113673895,2.129706716009306,32.985078796864,50.86386966638028,36.86834547183206,16.721619074190432,80.09111473521435
MIH119_1066,12,4,1,Mo44_PHW65_0084/PHT69,Mo44_PHW65_0083/PHT69,WIPV17/30635,,62.5,66.0,36.0,60.0,18.5,0.06655287787061337,2.2306928301427016,-0.002821847402458587,3.845145447338053,35.06833787213899,57.74052250622943,48.50477983129957,30.793577861895038,95.4881071530336,55.0,57.0,35.0,59.0,20.0,0.055190808443526716,1.9238044001630872,-0.04899331456669878,2.258034823249111,33.84100974471173,46.69166652447253,48.3299706130505,32.693856872009626,82.92592843920986
MIH119_1067,13,4,1,Mo44_PHW65_0084/PHT69,Mo44_PHW65_0084/PHT69,WIPV17/30636,1.0,79.5,62.5,47.5,54.25,25.0,0.12302049051694615,2.6885837969872206,-0.2034953499246142,1.8288916099043069,39.98579642896589,61.271140319061715,35.97633884293453,11.316036991109225,92.08556483974932,88.0,58.0,50.0,56.0,25.0,0.00242205847991411,2.555723826860413,-0.9326901330957714,1.3254488634986017,42.89848881466277,57.96466796710754,35.996106142446195,2.024170808745056,97.28590166950129
MIH119_1068,14,4,1,Mo44_PHW65_0084/PHT69,Mo44_PHW65_0242/PHT69,WIPV17/30105,,60.0,60.0,39.0,61.0,19.5,0.04384403079593902,2.443179352111398,-0.8674055212663725,1.9130639150431408,38.43694936159379,51.85095068251691,47.35475087915837,29.73488276814202,89.12478753754147,80.0,55.0,40.0,49.0,25.0,0.07578189904175586,1.7994549660566954,-0.1235609668181576,1.7390365942369166,31.49659287464043,54.164426415671436,37.536177712829925,9.550649771681169,87.89631674403569
MIH119_1069,15,4,1,Mo44_PHW65_0092/PHT69,Mo44_PHW65_0092/PHT69,WIPV17/30637,1.0,82.0,64.0,47.5,60.0,25.0,0.030654685327160237,2.4310641250135463,-0.4778454224811133,1.6329252618139567,43.50546075006103,62.80298707965274,40.573562397636586,9.564786365269448,101.36984644092571,65.0,60.0,35.0,58.0,30.0,0.6774778076656656,1.2127950320219432,-0.14431254951685307,1.6505299611727675,33.26743330836068,54.378467222199,47.51081856876152,25.357095704441967,89.65756822898962
MIH119_1071,17,4,1,Mo44_PHW65_0098/PHT69,Mo44_PHW65_0098/PHT69,WIPV17/30639,1.0,79.0,57.5,42.5,59.5,26.5,0.050075788689262914,1.8544228294198557,-0.8623741103952349,1.3203577723711335,40.01463999259932,56.246173633456145,43.95885866243735,11.252927998414552,98.6300293113921,70.0,59.0,40.0,63.0,21.0,0.014788162478783716,2.185929273368535,-0.660519047706044,1.3865407982661266,40.495619410251976,55.4418646263686,48.26079991649562,20.179188456214455,98.72868934286717
MIH119_1072,18,4,1,Mo44_PHW65_0099/PHT69,Mo44_PHW65_0099/PHT69,WIPV17/30640,1.0,85.0,61.0,44.5,51.5,23.5,0.014202543295850781,2.283004554363381,-0.16771608864515647,1.807791933460278,36.07989214146334,60.767876583596475,36.746290748214,5.316500307607148,96.32017605265459,70.5,54.5,42.0,51.5,24.0,0.028621251587006506,2.088298992291476,-0.284203057527199,2.458678170404528,34.102401975541426,50.30078939492475,38.330437167800504,18.489078858525886,81.46081503676173
MIH119_1073,19,4,1,Mo44_PHW65_0104/PHT69,Mo44_PHW65_0104/PHT69,WIPV17/30643,1.0,75.0,64.0,47.5,59.5,28.5,0.03348816317633744,2.0354994641838893,-0.4134848688715131,1.5527726439679232,43.693639183741425,61.6065695276529,40.30407626434935,16.417200288933802,92.80357236364588,68.5,55.5,37.5,59.5,24.0,0.12481071531894487,1.8041902033826955,-0.6100231775481714,1.468681921077594,36.27334433628753,50.935543426557466,47.09321099892458,20.461202940112425,92.47690509202131
MIH119_1074,20,4,1,Mo44_PHW65_0105/PHT69,Mo44_PHW65_0105/PHT69,WIPV17/30644,1.0,71.0,66.0,42.5,56.5,30.0,0.14742506406652922,1.5927070006901158,-0.32071387909289395,2.5559943552930937,37.82900047753967,62.32034389072473,41.896475980810145,21.23728760344909,92.7080818101602,72.5,66.5,41.0,47.5,27.5,0.1181891495772226,1.679500259060526,-0.31107735044241397,3.260239951350026,31.24367237026323,63.52577089963775,35.768821371828686,19.457896151342627,88.47835433613628
MIH119_1075,21,4,1,Mo44_PHW65_0110/PHT69,Mo44_PHW65_0103/PHT69,WIPV17/30642,,87.0,75.0,50.0,44.0,25.0,0.003524714175679576,2.555723826860413,-3.391311695494165e-05,3.6266075427554,33.70595549723503,74.89721510659305,28.28265482620773,3.925196718220787,99.12761420791504,68.0,60.0,35.0,58.0,18.0,0.024935307828704224,2.155017212954036,-0.004877441587867831,2.7493374778553394,33.26743330836068,55.63103127400724,47.51081856876152,22.47639560495472,97.57759824069063
