,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,LPlant.L2.End.Angle,LPlant.L2.End.Length,LPlant.L2.Mid.Angle,LPlant.L2.Mid.Length,LPlant.L2.Stem.Angle,A1,N1,A2,N2,a,b,c,d,total_blade_length,upblade_length,downblade_length,curled
22,MIH119_1023,25,2,1,CG119/CG108,LOCAL CHECK = LG5499VT2RIB,,,84.0,37.0,40.0,40.0,25.0,0.08889002875350015,1.7994549660566954,-0.5847946478586865,1.5895535492005366,25.711504387461574,36.79731012862611,30.64177772475912,3.867553140903178,70.85196837228713,41.417233378068794,29.434734994218342,0.0
23,MIH119_1024,26,2,1,CG119/CG108,CG119/CG108,,1.0,67.0,46.0,38.0,55.0,20.0,0.022557185887418334,2.1465646169716632,-0.35404679785022025,1.9980908545738536,33.861381142911206,42.34322325881226,43.34059144836971,17.97363191050659,85.49866311258587,58.017231185552866,27.481431927033004,0.0
24,MIH119_1025,27,2,1,CG44/CGR01,CG44/CGR01,,1.0,53.0,63.0,36.0,57.0,12.0,0.01707544509879317,2.25,-0.02806262892604807,2.0118440021396773,33.50375938067097,50.31403713297945,46.11396867937201,37.91434645857904,79.60357016236239,60.4104123304362,19.193157831926197,0.0
25,MIH119_1026,28,2,1,CG44/CGR01,CG44/CGR01,,1.0,43.0,63.0,25.0,65.0,14.0,0.11999048667366717,1.8702578644898191,-0.1359757551007134,1.6593059870889433,27.470187013145463,42.9658966839374,58.91000615738225,46.07528320200774,87.6307563190816,67.01192487221357,20.618831446868025,0.0
26,MIH119_1027,29,2,1,CGR01/CG44,PHW52/PHN82,,,76.0,56.0,38.0,45.0,18.0,0.020137105706526635,2.25,-0.028379337986608695,2.025884589150087,27.704766389654623,54.3365606714558,35.460483912302486,13.547626153581392,83.70625807221853,47.7197179183967,35.98654015382184,0.0
27,MIH119_1028,30,2,1,CGR01/CG44,PHW52/PHN82,,,80.0,55.0,50.0,47.0,35.0,0.06780375462547343,1.702000517791175,-0.30482601650100755,1.4542540207662917,36.00408882659197,54.16442641567144,30.211017655267344,9.550649771681169,76.2192809587055,48.27603955633274,27.943241402372752,0.0
28,MIH119_1029,30,3,1,F42/OH43,F42/OH43,,,90.0,49.0,50.0,47.0,21.0,0.009514232269701061,2.25,-0.17054395583477586,2.0185988763236935,36.00408882659197,49.0,30.211017655267344,0.0,83.65206045429983,49.59042814842555,34.061632305874284,0.0
29,MIH119_1030,29,3,1,F42/OH43,F42/H95,,1.0,70.0,35.0,12.0,46.0,8.0,1.4792073380616213,1.5124185232009661,-0.5488738389393696,1.300864693769884,9.563937777616925,32.88924172750679,44.99478963375506,11.970705016398405,86.98237248689618,46.23813463825624,40.74423784863993,0.0
30,MIH119_1031,28,3,1,F42/OH43,F42/MO17,,,70.0,54.0,30.0,51.0,22.0,0.43168410352762354,1.4289920610876021,-0.5619773132144292,1.1840292191284503,25.500000000000007,50.74340152243906,44.167295593006365,18.46908773958611,87.7869932916307,51.64010256567218,36.14689072595852,0.0
31,MIH119_1032,27,3,1,F42/OH43,F42/MO17,,,55.0,47.0,55.0,48.0,15.0,0.007111637084128107,2.25,0.0,0.0,39.319298125871605,38.50014608158261,27.53166894485021,26.958092508499163,50.34693560439767,50.34693560439767,0.0,1.0
32,MIH119_1033,26,3,1,F42/OH43,F42/H95,,,56.0,50.0,34.0,53.0,12.0,0.021439549778949584,2.25,-0.10026496737698022,2.0536801468619985,29.63722388394958,41.45187862775209,43.938991345417215,27.95964517353734,76.96912462770149,56.11548988454257,20.853634743158917,0.0
33,MIH119_1034,25,3,1,F42/OH43,F42/OH43,,1.0,72.0,66.0,35.0,58.0,12.0,0.01787512549134042,2.25,-0.029719753588467374,2.013922394321984,33.26743330836068,62.76973007548013,47.51081856876152,20.395121628746526,103.32554447778787,61.443028608444656,41.88251586934322,0.0
34,MIH119_1035,24,3,1,H95/B14A,PHG39/PHN82,,,58.0,47.0,30.0,62.0,15.0,0.032846150356008484,2.1547005383792524,-0.4155933620203522,1.9428261948945895,31.000000000000007,39.85826051935202,53.693575034635195,24.90620541896063,95.95236943768573,65.13464733314476,30.81772210454098,0.0
35,MIH119_1036,23,3,1,H95/B14A,PHG39/PHN82,,,82.0,45.0,40.0,45.0,12.0,0.017765869049466542,2.25,-0.10013619053891501,2.0515131511196905,28.925442435894272,44.56206309337067,34.47199994035401,6.262789543202945,81.40813333933366,47.727144922663825,33.68098841666983,0.0
36,MIH119_1037,22,3,1,Mo44/PHT69,Mo44/PHT69,,,89.0,43.0,40.0,44.0,20.0,0.018272007012998172,2.25,-0.13409922245299938,2.04730011229218,28.282654826207732,42.99345089172483,33.70595549723503,0.750453476803191,84.13127221197175,46.66654170216018,37.46473050981156,0.0
37,MIH119_1038,21,3,1,Mo44/PHT69,Mo44/PHT69,,1.0,88.0,47.0,45.0,48.0,25.0,0.01770407437655419,2.144506920509559,-0.24728093173434937,1.8978595583610327,33.941125496954285,46.9713688698975,33.94112549695428,1.6402763450175455,86.39621874921505,50.57158347882441,35.82463527039066,0.0
38,MIH119_1039,20,3,1,Mo44_PHW65_0001/PHT69,Mo44_PHW65_0001/PHT69,WIPV17/30001,1.0,87.0,49.0,50.0,52.0,11.0,0.008384784255150744,2.25,-0.2729442394262668,2.141178214666075,39.834311042186854,48.932847202974116,33.42495570370004,2.5644618559042476,87.96366460039664,54.86600561102401,33.09765898937263,0.0
39,MIH119_1040,19,3,1,Mo44_PHW65_0009/PHT69,Mo44_PHW65_0009/PHT69,WIPV17/30602,1.0,70.0,52.0,40.0,62.0,24.0,0.04574487503810587,1.884648628593635,-0.7139739865042816,1.6959014698373556,39.85283180056544,48.86401628086724,47.494755473376635,17.785047452934773,95.99495134476406,64.50058459261992,31.49436675214414,0.0
40,MIH119_1041,18,3,1,Mo44_PHW65_0011/PHT69,Mo44_PHW65_0010/PHT69,WIPV17/30603,,61.0,53.0,36.0,56.0,26.0,0.2487520424182745,1.4896329362401246,-0.7444509866962344,1.2590298571748397,32.915974128378494,46.354844478387975,45.30495168499706,25.694909873055863,80.88208974103945,56.96910371037998,23.91298603065947,0.0
41,MIH119_1042,17,3,1,Mo44_PHW65_0012/PHT69,Mo44_PHW65_0012/PHT69,WIPV17/30005,1.0,85.0,62.0,55.0,50.0,18.0,0.006757851236440425,2.25,-0.04898709639309442,2.0306587495564616,40.95760221444959,61.764071281688224,28.678821817552304,5.403656050354806,85.17637219737676,52.44472458791424,32.73164760946253,0.0
42,MIH119_1043,16,3,1,Mo44_PHW65_0012/PHT69,Mo44_PHW65_0037/PHT69,WIPV17/30620,,60.0,51.0,33.0,62.0,10.0,0.018917209351211283,2.25,-0.2141683144021297,2.057433833438056,33.767620170931686,44.16729559300637,51.99757521261628,25.499999999999996,95.05217077324033,65.60176890969197,29.45040186354837,0.0
44,MIH119_1045,14,3,1,Mo44_PHW65_0015/PHT69,Mo44_PHW65_0023/PHT69,WIPV17/30009,,90.0,57.0,45.0,50.0,18.0,0.011599285600440842,2.25,-0.06297603426601225,2.058844555613585,35.35533905932738,57.0,35.35533905932737,0.0,96.3541417236411,52.956365240982535,43.39777648265857,0.0
45,MIH119_1046,13,3,1,Mo44_PHW65_0017/PHT69,Mo44_PHW65_0017/PHT69,WIPV17/30607,1.0,75.0,52.0,49.0,59.0,23.0,0.007557413945991495,2.25,-0.6982555577690404,2.061431594135843,44.52786523314355,50.22814296703155,38.707482710439926,13.458590345331078,88.68628605529794,62.31032300979025,26.375963045507685,0.0
46,MIH119_1047,12,3,1,Mo44_PHW65_0020/PHT69,Mo44_PHW65_0020/PHT69,WIPV17/30608,1.0,70.0,63.0,45.0,51.0,25.0,0.01651731962512191,2.1445069205095586,-0.03675843004917733,1.903107442006229,36.062445840513924,59.200635109512234,36.062445840513924,21.54726902951713,81.86965082560351,53.732307446250935,28.137343379352576,0.0
47,MIH119_1048,11,3,1,Mo44_PHW65_0024/PHT69,Mo44_PHW65_0024/PHT69,WIPV17/30610,1.0,85.0,35.0,32.0,48.0,25.0,0.5324832428950418,1.3400366495838754,-3.078862567658799,1.11584786806425,25.436124683193835,34.8668144332111,40.70630861550845,3.0504509961680357,87.2632162568836,48.43025961883964,38.83295663804396,0.0
49,MIH119_1050,9,3,1,Mo44_PHW65_0029/PHT69,Mo44_PHW65_0029/PHT69,WIPV17/30014,1.0,80.0,68.0,45.0,45.0,23.0,0.013232079608422138,2.25,-0.01541081780350625,2.0140238909650927,31.81980515339464,66.96692720483014,31.819805153394636,11.808076081351263,89.37933183447436,47.660728716884286,41.718603117590064,0.0
50,MIH119_1051,8,3,1,Mo44_PHW65_0031/PHT69,Mo44_PHW65_0031/PHT69,WIPV17/30015,1.0,33.0,53.0,24.0,61.0,13.0,0.11389232660230839,1.9284973089531765,-0.9413958018847456,1.7737497644536875,24.810935227623823,28.865868855796442,55.72627291619865,44.449540101107466,75.2154273188718,62.984599788616805,12.230827530254992,0.0
51,MIH119_1052,7,3,1,Mo44_PHW65_0033/PHT69,Mo44_PHW65_0033/PHT69,WIPV17/30616,1.0,70.0,46.0,46.0,49.0,25.0,0.012481086912028282,2.2207019243213115,-0.25896909734987617,2.050469523607029,35.24765021659391,43.22586055615179,34.038260152490864,15.73292659298076,72.51095901183855,51.79325806371638,20.717700948122175,0.0
52,MIH119_1053,6,3,1,Mo44_PHW65_0033/PHT69,Mo44_PHW65_0036/PHT69,WIPV17/30019,,45.0,37.0,22.0,55.0,12.0,0.16218211142797292,1.900793947083022,-1.2488026796902376,1.7428810693869807,20.60336263787517,26.16295090390226,50.995112001173304,26.162950903902257,82.30109637745227,56.5798014114913,25.721294965960944,0.0
53,MIH119_1054,5,3,1,Mo44_PHW65_0034/PHT69,Mo44_PHW65_0034/PHT69,WIPV17/30017,1.0,70.0,44.0,40.0,49.0,23.0,0.04099117072773203,1.9767948512708335,-0.359762819985863,1.8077961970412828,31.496592874640427,41.34647531457997,37.536177712829925,15.048886306329424,76.43474748711185,51.23332781782483,25.20141966928701,0.0
54,MIH119_1055,4,3,1,Mo44_PHW65_0035/PHT69,Mo44_PHW65_0035/PHT69,WIPV17/30618,1.0,70.0,42.0,45.0,47.0,25.0,0.018135848804021713,2.144506920509559,-0.4898128848725072,1.9953673915378145,33.23401871576774,39.46709007300815,33.23401871576773,14.364846019678087,69.92647999391276,49.51800882301557,20.4084711708972,0.0
55,MIH119_1056,3,3,1,Mo44_PHW65_0042/PHT69,Mo44_PHW65_0042/PHT69,WIPV17/30021,1.0,69.0,56.0,35.0,53.0,20.0,0.06093881442351547,1.9238044001630867,-0.12933859162070008,1.6838666147827883,30.399551126605445,52.280503883843295,43.41505834731657,20.068605174536813,88.11271138132682,55.202200749112706,32.910510632214105,0.0
56,MIH119_1057,3,4,1,Mo44_PHW65_0050/PHT69,Mo44_PHW65_0050/PHT69,WIPV17/30623,1.0,75.0,59.0,42.0,52.0,20.0,0.013142251213681436,2.25,-0.0411798673741095,2.0457044000850906,34.79479153066063,56.98962375105503,38.643530924824496,15.270323661048725,88.94384328700096,55.13726283142955,33.80658045557139,0.0
57,MIH119_1058,4,4,1,Mo44_PHW65_0056/PHT69,Mo44_PHW65_0056/PHT69,WIPV17/30625,1.0,55.0,59.0,25.0,50.0,18.0,0.5685814814729505,1.435147402762385,-0.04506399825188187,1.6771064277874663,21.130913087034973,48.32997061305051,45.31538935183249,33.84100974471172,80.43426981705798,50.53931292007906,29.894956896978922,0.0
58,MIH119_1059,5,4,1,Mo44_PHW65_0060/PHT69,Mo44_PHW65_0060/PHT69,WIPV17/30626,1.0,73.0,58.0,40.0,51.0,20.0,0.015192854502129267,2.25,-0.04120430858089846,2.013453896133642,32.78216809401351,55.46567584585606,39.068266599067876,16.957558873918728,87.22968595506121,54.09076424568568,33.13892170937553,0.0
59,MIH119_1060,6,4,1,Mo44_PHW65_0063/PHT69,Mo44_PHW65_0063/PHT69,WIPV17/30627,1.0,90.0,48.0,45.0,35.0,20.0,0.01811584899066007,2.25,-0.042453569551473905,2.0239641646704944,24.748737341529164,48.0,24.74873734152916,0.0,72.64822880298847,37.06945566868779,35.57877313430068,0.0
60,MIH119_1061,7,4,1,Mo44_PHW65_0067/PHT69,Mo44_PHW65_0067/PHT69,WIPV17/30629,1.0,90.0,62.0,45.0,42.0,21.0,0.014423881118990768,2.25,-0.023576125528175486,2.0542107256166204,29.698484809834998,62.0,29.698484809834994,0.0,90.44073945758481,44.48334680242534,45.95739265515947,0.0
61,MIH119_1062,8,4,1,Mo44_PHW65_0069/PHT69,Mo44_PHW65_0069/PHT69,WIPV17/30631,1.0,85.0,49.0,45.0,39.0,20.0,0.01582388028065291,2.25,-0.04751977384906979,2.027460663817631,27.577164466275356,48.81354020649553,27.577164466275352,4.2706313946352505,74.35504081632666,41.3059648879664,33.049075928360274,0.0
62,MIH119_1063,9,4,1,Mo44_PHW65_0073/PHT69,Mo44_PHW65_0073/PHT69,WIPV17/30632,1.0,70.0,56.0,46.0,56.0,23.0,0.009515564050135775,2.25,-0.11504297772963198,2.0476896398987336,40.28302881896447,52.62278676401087,38.900868745703846,19.153128026237447,83.65008585650779,59.277090701946584,24.372995154561217,0.0
63,MIH119_1064,10,4,1,Mo44_PHW65_0074/PHT69,Mo44_PHW65_0068/PHT69,WIPV17/30030,,80.0,49.0,44.0,45.0,29.0,0.08047529787639375,1.7421486664815138,-0.33660796758151074,1.504109097997957,31.25962667065488,48.255579897598196,32.370291015239296,8.508760705679586,76.24809494527123,46.425623684782856,29.82247126048838,0.0
64,MIH119_1065,11,4,1,Mo44_PHW65_0084/PHT69,Mo44_PHW65_0080/PHT69,WIPV17/30634,,90.0,55.0,50.0,44.0,28.0,0.01065064132042019,2.241362521763501,-0.0609940625979689,2.0073150669601554,33.70595549723503,55.0,28.282654826207725,0.0,83.47009236928415,46.40651211288333,37.06358025640082,0.0
65,MIH119_1066,12,4,1,Mo44_PHW65_0084/PHT69,Mo44_PHW65_0083/PHT69,WIPV17/30635,,0.0,58.0,18.0,64.0,12.0,0.18511937629837044,2.25,-0.3349412809346629,2.027038770226636,13.30634821233659,17.92298567374695,62.601446446963564,55.161277945118904,74.57275001675848,65.41881500356631,9.153935013192172,0.0
66,MIH119_1067,13,4,1,Mo44_PHW65_0084/PHT69,Mo44_PHW65_0084/PHT69,WIPV17/30636,1.0,90.0,50.0,42.0,54.0,20.0,0.012536657011323315,2.25,-0.17593288730789625,2.064938444045952,36.13305274337834,50.0,40.129820575779284,0.0,101.03006838810384,57.25792678648454,43.7721416016193,0.0
67,MIH119_1068,14,4,1,Mo44_PHW65_0084/PHT69,Mo44_PHW65_0242/PHT69,WIPV17/30105,,80.0,52.0,40.0,46.0,25.0,0.07949281139192438,1.7994549660566954,-0.20384617671475952,1.5795313709871146,29.568230045580812,51.21000315663482,35.23804438347299,9.029705238680377,82.39221070155762,47.62981838477912,34.762392316778495,0.0
68,MIH119_1069,15,4,1,Mo44_PHW65_0092/PHT69,Mo44_PHW65_0092/PHT69,WIPV17/30637,1.0,90.0,33.0,45.0,35.0,25.0,0.025413758238941757,2.144506920509559,-0.3529875889044875,2.0139143509603814,24.748737341529164,33.0,24.74873734152916,0.0,63.69226240594014,36.87511295330946,26.817149452630687,0.0
69,MIH119_1070,16,4,1,Mo44_PHW65_0093/PHT69,Mo44_PHW65_0093/PHT69,WIPV17/30038,1.0,75.0,60.0,45.0,50.0,30.0,0.0735279168561381,1.732050807568877,-0.18350758928926642,1.5017846716458056,35.35533905932738,57.9555495773441,35.35533905932737,15.529142706151244,82.12625082737614,51.54251299353989,30.583737833836253,0.0
70,MIH119_1071,17,4,1,Mo44_PHW65_0098/PHT69,Mo44_PHW65_0098/PHT69,WIPV17/30639,1.0,90.0,76.0,60.0,51.0,30.0,0.005070646828366797,2.25,-0.02402713378731175,2.013368484007709,44.16729559300637,76.0,25.499999999999996,0.0,95.59381831962867,53.08798025040692,42.505838069221745,0.0
71,MIH119_1072,18,4,1,Mo44_PHW65_0099/PHT69,Mo44_PHW65_0099/PHT69,WIPV17/30640,1.0,60.0,58.0,37.0,55.0,18.0,0.016714887144983436,2.25,-0.047117856539562554,2.0269346762038114,33.09982627336266,50.229473419497445,43.924953052601104,28.999999999999996,82.04871079459846,58.310467644332384,23.738243150266086,0.0
72,MIH119_1073,19,4,1,Mo44_PHW65_0104/PHT69,Mo44_PHW65_0104/PHT69,WIPV17/30643,1.0,77.0,53.0,35.0,57.0,18.0,0.025441267144310005,2.1550172129540357,-0.12228312281949942,1.9207185316171607,32.69385687200963,51.641613433617465,46.69166652447253,11.922405880224844,101.16200504737395,60.095450166692075,41.066554880681885,0.0
73,MIH119_1074,20,4,1,Mo44_PHW65_0105/PHT69,Mo44_PHW65_0105/PHT69,WIPV17/30644,1.0,75.0,79.0,40.0,41.0,25.0,0.08715248991107245,1.7994549660566952,-0.003848045904226752,2.033838303882503,26.354291997148113,76.3081402768364,31.4078221678781,20.44670456309914,93.98293397297317,42.452664212520524,51.530269760452654,0.0
74,MIH119_1075,21,4,1,Mo44_PHW65_0110/PHT69,Mo44_PHW65_0103/PHT69,WIPV17/30642,,68.0,60.0,35.0,58.0,18.0,0.024935307828704224,2.155017212954036,-0.05632732884936239,1.9620130859308467,33.26743330836068,55.63103127400724,47.51081856876152,22.47639560495472,96.21555731908794,61.14975630996737,35.065801009120555,0.0
75,MIH119_1076,22,4,1,Mo44_PHW65_0110/PHT69,Mo44_PHW65_0110/PHT69,WIPV17/30645,1.0,68.0,51.0,48.0,59.0,25.0,0.007980509148693199,2.25,-1.1881268226963362,2.2997813256789685,43.84554470316626,47.28637658290616,39.478705775172635,19.104936264211513,83.38706448496652,62.363408107571615,21.0236563773949,0.0
76,MIH119_1077,23,4,1,Mo44_PHW65_0113/PHT69,Mo44_PHW65_0113/PHT69,WIPV17/30647,1.0,74.0,61.0,45.0,55.0,30.0,0.06857261530181327,1.7320508075688772,-0.2424820298304904,1.512380498105615,38.890872965260115,58.63696345223745,38.89087296526011,16.81387870483695,86.87893393720691,56.69676429289388,30.182169644313024,0.0
77,MIH119_1078,24,4,1,Mo44_PHW65_0115/PHT69,Mo44_PHW65_0115/PHT69,WIPV17/30648,1.0,74.0,57.0,50.0,56.0,18.0,0.0076429503484394205,2.25,-0.12162811786291068,2.066513247515038,42.89848881466277,54.79191666848418,35.996106142446195,15.711329281568952,83.6909922790569,59.086467581102774,24.60452469795412,0.0
78,MIH119_1079,25,4,1,Mo44_PHW65_0116/PHT69,Mo44_PHW65_0116/PHT69,WIPV17/30649,1.0,70.0,58.0,45.0,59.0,20.0,0.00943145577718011,2.25,-0.11364590889027404,2.064410913161789,41.71930009000631,54.502172005582686,41.7193000900063,19.837168312888785,89.00077811321019,62.4885109843594,26.51226712885078,0.0
79,MIH119_1080,26,4,1,Mo44_PHW65_0118/PHT69,Mo44_PHW65_0118/PHT69,WIPV17/30050,1.0,62.0,75.0,40.0,61.0,16.0,0.012146182579929192,2.25,-0.01492420576238967,2.017056214389931,39.210044190878904,66.22106946441953,46.72871103025766,35.21036720894181,94.70799023167731,64.69679645072208,30.011193780955242,0.0
80,MIH119_1081,27,4,1,Mo44_PHW65_0120/PHT69,Mo44_PHW65_0120/PHT69,WIPV17/30651,1.0,58.0,51.0,55.0,35.0,19.0,0.010554461431318432,2.25,0.0,0.0,28.670321550114714,43.250452903977724,20.07517527228661,27.02588247589345,36.71130721153998,36.71130721153998,0.0,1.0
81,MIH119_1082,28,4,1,Mo44_PHW65_0128/PHT69,Mo44_PHW65_0135/PHT69,WIPV17/30655,,75.0,55.0,32.0,59.0,20.0,0.1356840989151651,1.7168144344801206,-0.34615443772881477,1.5038180941604948,31.265236589759088,53.12592044589876,50.034837673229134,14.235047480638642,103.33402593253446,60.683444889226806,42.65058104330765,0.0
82,MIH119_1083,29,4,1,Mo44_PHW65_0128/PHT69,Mo44_PHW65_0128/PHT69,WIPV17/30653,1.0,90.0,53.0,44.0,49.0,23.0,0.012595158155975181,2.25,-0.09426928794278332,2.0133061006625512,34.03826015249087,53.0,35.247650216593904,0.0,93.61061296114013,51.92202835570874,41.68858460543139,0.0
83,MIH119_1084,30,4,1,Mo44_PHW65_0134/PHT69,Mo44_PHW65_0134/PHT69,WIPV17/30654,1.0,25.0,82.0,25.0,82.0,12.0,0.031128032341827393,2.193805048836394,0.0,0.0,34.65469746273735,34.65469746273735,74.3172385370053,74.3172385370053,85.78813431934526,85.78813431934526,0.0,1.0
84,MIH119_1085,30,5,1,Mo44_PHW65_0134/PHT69,Mo44_PHW65_0111/PHT69,WIPV17/30646,,70.0,66.0,55.0,58.0,27.0,0.005613531198678202,2.25,-0.04857833425943153,2.0167291360016035,47.51081856876152,62.01971297186996,33.26743330836067,22.573329459494136,79.58113438142081,60.83588052198052,18.74525385944029,0.0
85,MIH119_1086,29,5,1,Mo44_PHW65_0136/PHT69,Mo44_PHW65_0136/PHT69,WIPV17/30656,1.0,53.0,70.0,53.0,70.0,26.0,0.004929536512515202,2.25,0.0,0.0,55.9044857033105,55.9044857033105,42.12705162064338,42.12705162064338,73.61346396411395,73.61346396411395,0.0,1.0
