,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,LPlantL2.End.Angle,LPlantL2.End.Length,LPlantL2.Mid.Angle,LPlantL2.Mid.Length,LPlantL2.Stem.Angle,A1,N1,A2,N2,a,b,c,d,length,curled
13,MIH119_1014,16,2,1,B37/MO17,B14A/MO17,,,76,62.0,47.0,69.0,20.0,0.0004519991152199462,2.9463088161224964,-1.635622280927861,1.309888278016095,50.46340541172276,60.15833502911178,47.05788684431239,14.999157527179399,108.83806633967043,0.0
14,MIH119_1015,17,2,1,B37/MO17,B37/MO17,,1.0,65,56.0,40.0,51.0,21.0,0.018999728092209244,2.185929273368535,-0.0023661953590089773,3.0396906234958108,32.78216809401351,50.753236074052396,39.068266599067876,23.66662265747917,79.73858651532396,0.0
16,MIH119_1017,19,2,1,B37/OH43,B37/OH43,,1.0,55,58.0,22.0,22.0,10.0,0.16244989086553693,2.291346589227684,0.0,0.0,8.241345055150068,47.51081856876152,20.39804480046932,33.26743330836067,40.24591530066088,1.0
17,MIH119_1018,20,2,1,B37/OH43,B14A/OH43,,,88,50.0,54.0,56.0,25.0,0.00042562473833038044,2.9516605537146687,-2.846631926714655,1.5541245707629616,45.30495168499706,49.969541350954785,32.915974128378494,1.7449748351250485,92.07940161146564,0.0
18,MIH119_1019,21,2,1,B37/OH43,B37/OH43,,1.0,80,61.0,43.0,57.0,24.0,0.019521886657238908,2.094463175685645,-0.289543810010291,1.5312794702565646,38.87390652356241,60.07327293374469,41.68716099229272,10.592538837682751,98.30102153584711,0.0
19,MIH119_1020,22,2,1,B37/OH43,B14A/OH43,,,89,51.0,50.0,51.0,18.0,4.754236184825974e-05,3.6678404122966635,-0.8634072333253396,1.4561846839911847,39.068266599067876,50.992232452975955,32.7821680940135,0.8900727283014591,91.14018941768866,0.0
20,MIH119_1021,23,2,1,CG119/CG108,CG119/CG108,,1.0,77,36.0,43.0,46.0,12.0,9.148541642240063e-06,4.38713855178614,-1.921553242292384,1.9753309080751398,31.37192456287493,35.077322332268466,33.64227027448184,8.098237956379139,78.72056961474878,0.0
21,MIH119_1022,24,2,1,CG119/CG108,LOCAL CHECK = LG5499VT2RIB,,,55,66.0,33.0,59.0,20.0,0.10131522701127556,1.7842326983325338,-1.3031743221450433e-06,5.1828303823514705,32.13370306588661,54.06403492307346,49.48156350878001,37.85604479916904,88.60080949903076,0.0
22,MIH119_1023,25,2,1,CG119/CG108,LOCAL CHECK = LG5499VT2RIB,,,84,37.0,40.0,40.0,25.0,0.08889002875350015,1.7994549660566954,-0.6934563213762395,1.5187093289166675,25.711504387461574,36.79731012862611,30.64177772475912,3.867553140903178,70.76710839994587,0.0
23,MIH119_1024,26,2,1,CG119/CG108,CG119/CG108,,1.0,67,46.0,38.0,55.0,20.0,0.022557185887418334,2.1465646169716632,-1.1469348647055906,1.4482971220762828,33.861381142911206,42.34322325881226,43.34059144836971,17.97363191050659,84.97291677999105,0.0
24,MIH119_1025,27,2,1,CG44/CGR01,CG44/CGR01,,1.0,53,63.0,36.0,57.0,12.0,0.00028241589793520243,3.4181138530706154,-1.5486869697338144e-05,4.670322678447799,33.50375938067097,50.31403713297945,46.11396867937201,37.91434645857904,83.89735230000835,0.0
25,MIH119_1026,28,2,1,CG44/CGR01,CG44/CGR01,,1.0,43,63.0,25.0,65.0,14.0,0.11999048667366717,1.8702578644898191,-2.213074379892197e-05,4.842324771271685,27.470187013145463,42.9658966839374,58.91000615738225,46.07528320200774,90.09063064648389,0.0
26,MIH119_1027,29,2,1,CGR01/CG44,PHW52/PHN82,,,76,56.0,38.0,45.0,18.0,0.012051757435327002,2.4045499105313772,-0.00010210367772276638,3.7404630527442997,27.704766389654623,54.3365606714558,35.460483912302486,13.547626153581392,86.52564908107743,0.0
27,MIH119_1028,30,2,1,CGR01/CG44,PHW52/PHN82,,,80,55.0,50.0,47.0,35.0,0.06780375462547343,1.702000517791175,-0.5426474141129314,1.2553334033423758,36.00408882659197,54.16442641567144,30.211017655267344,9.550649771681169,75.9528911071194,0.0
29,MIH119_1030,29,3,1,F42/OH43,F42/H95,,1.0,70,35.0,12.0,46.0,8.0,1.4792073380616213,1.5124185232009661,-4.411453261378025e-06,5.025670307398204,9.563937777616925,32.88924172750679,44.99478963375506,11.970705016398405,93.14678604511447,0.0
30,MIH119_1031,28,3,1,F42/OH43,F42/MO17,,,70,54.0,30.0,51.0,22.0,0.43168410352762354,1.4289920610876021,-0.010020393996738467,2.431282819411945,25.500000000000007,50.74340152243906,44.167295593006365,18.46908773958611,90.13578024005324,0.0
31,MIH119_1032,27,3,1,F42/OH43,F42/MO17,,,55,47.0,55.0,48.0,15.0,8.72388542998408e-08,5.329920921889792,0.0,0.0,39.319298125871605,38.50014608158261,27.53166894485021,26.958092508499163,96.22824897091813,1.0
32,MIH119_1033,26,3,1,F42/OH43,F42/H95,,,56,50.0,34.0,53.0,12.0,0.0009380993395945304,3.173313077436536,-0.0029729050586022343,3.478464002400836,29.63722388394958,41.45187862775209,43.938991345417215,27.95964517353734,80.51650626708523,0.0
33,MIH119_1034,25,3,1,F42/OH43,F42/OH43,,1.0,72,66.0,35.0,58.0,12.0,0.0004601823592984973,3.294217467145188,-8.11810755598978e-07,5.1187101691099794,33.26743330836068,62.76973007548013,47.51081856876152,20.395121628746526,110.6633435289715,0.0
34,MIH119_1035,24,3,1,H95/B14A,PHG39/PHN82,,,58,47.0,30.0,62.0,15.0,0.032846150356008484,2.1547005383792524,-0.9855370377093039,1.5469799267880786,31.000000000000007,39.85826051935202,53.693575034635195,24.90620541896063,95.5516700877123,0.0
35,MIH119_1036,23,3,1,H95/B14A,PHG39/PHN82,,,82,45.0,40.0,45.0,12.0,5.872722683848876e-05,3.9476533896889,-0.02169113722965443,2.60781905342114,28.925442435894272,44.56206309337067,34.47199994035401,6.262789543202945,85.49982202791882,0.0
36,MIH119_1037,22,3,1,Mo44/PHT69,Mo44/PHT69,,,89,43.0,40.0,44.0,20.0,0.015183135052150453,2.3054072893322783,-0.5732447983940471,1.506965822813851,28.282654826207732,42.99345089172483,33.70595549723503,0.750453476803191,83.36580088429162,0.0
37,MIH119_1038,21,3,1,Mo44/PHT69,Mo44/PHT69,,1.0,88,47.0,45.0,48.0,25.0,0.01770407437655419,2.144506920509559,-0.7235351990921783,1.4796632459807892,33.941125496954285,46.9713688698975,33.94112549695428,1.6402763450175455,85.78291437578693,0.0
38,MIH119_1039,20,3,1,Mo44_PHW65_0001/PHT69,Mo44_PHW65_0001/PHT69,WIPV17/30001,1.0,87,49.0,50.0,52.0,11.0,5.162119949709989e-09,6.131040730827584,-1.0836145642855153,1.5167583181360014,39.834311042186854,48.932847202974116,33.42495570370004,2.5644618559042476,93.622957936684,0.0
39,MIH119_1040,19,3,1,Mo44_PHW65_0009/PHT69,Mo44_PHW65_0009/PHT69,WIPV17/30602,1.0,70,52.0,40.0,62.0,24.0,0.04574487503810587,1.884648628593635,-0.9011562344612495,1.5899948695731916,39.85283180056544,48.86401628086724,47.494755473376635,17.785047452934773,95.88901886845373,0.0
40,MIH119_1041,18,3,1,Mo44_PHW65_0011/PHT69,Mo44_PHW65_0010/PHT69,WIPV17/30603,,61,53.0,36.0,56.0,26.0,0.2487520424182745,1.4896329362401246,-0.509370032703291,1.40508458724102,32.915974128378494,46.354844478387975,45.30495168499706,25.694909873055863,81.04093769279453,0.0
41,MIH119_1042,17,3,1,Mo44_PHW65_0012/PHT69,Mo44_PHW65_0012/PHT69,WIPV17/30005,1.0,85,62.0,55.0,50.0,18.0,2.3481515256022184e-06,4.395387608999857,-0.005497985395023194,2.751246885005402,40.95760221444959,61.764071281688224,28.678821817552304,5.403656050354806,90.03752670564134,0.0
42,MIH119_1043,16,3,1,Mo44_PHW65_0012/PHT69,Mo44_PHW65_0037/PHT69,WIPV17/30620,,60,51.0,33.0,62.0,10.0,0.00012205524872452464,3.6829734768227347,-0.1443703228869296,2.225844805718501,33.767620170931686,44.16729559300637,51.99757521261628,25.499999999999996,99.01222736432675,0.0
45,MIH119_1046,13,3,1,Mo44_PHW65_0017/PHT69,Mo44_PHW65_0017/PHT69,WIPV17/30607,1.0,75,52.0,49.0,59.0,23.0,0.0013177734764498721,2.7100981337205186,-2.473301119751448,1.3347938276403335,44.52786523314355,50.22814296703155,38.707482710439926,13.458590345331078,89.53379418190306,0.0
46,MIH119_1047,12,3,1,Mo44_PHW65_0020/PHT69,Mo44_PHW65_0020/PHT69,WIPV17/30608,1.0,70,63.0,45.0,51.0,25.0,0.01651731962512191,2.1445069205095586,-0.00031468360919684966,3.4184913943200765,36.062445840513924,59.200635109512234,36.062445840513924,21.54726902951713,83.40440806294744,0.0
47,MIH119_1048,11,3,1,Mo44_PHW65_0024/PHT69,Mo44_PHW65_0024/PHT69,WIPV17/30610,1.0,85,35.0,32.0,48.0,25.0,0.5324832428950418,1.3400366495838754,-0.9774456133058161,1.627161855915753,25.436124683193835,34.8668144332111,40.70630861550845,3.0504509961680357,87.61651732618584,0.0
49,MIH119_1050,9,3,1,Mo44_PHW65_0029/PHT69,Mo44_PHW65_0029/PHT69,WIPV17/30014,1.0,80,68.0,45.0,45.0,23.0,0.00917411157920275,2.355852365823753,-8.034179802270028e-06,4.137644995026698,31.81980515339464,66.96692720483014,31.819805153394636,11.808076081351263,92.33759304323888,0.0
50,MIH119_1051,8,3,1,Mo44_PHW65_0031/PHT69,Mo44_PHW65_0031/PHT69,WIPV17/30015,1.0,33,53.0,24.0,61.0,13.0,0.11389232660230839,1.9284973089531765,-1.2741791497201176,1.5575297801459158,24.810935227623823,28.865868855796442,55.72627291619865,44.449540101107466,75.11623323502208,0.0
51,MIH119_1052,7,3,1,Mo44_PHW65_0033/PHT69,Mo44_PHW65_0033/PHT69,WIPV17/30616,1.0,70,46.0,46.0,49.0,25.0,0.012481086912028282,2.2207019243213115,-1.2239507790476472,1.3025907008970459,35.24765021659391,43.22586055615179,34.038260152490864,15.73292659298076,71.86779609299249,0.0
52,MIH119_1053,6,3,1,Mo44_PHW65_0033/PHT69,Mo44_PHW65_0036/PHT69,WIPV17/30019,,45,37.0,22.0,55.0,12.0,0.16218211142797292,1.900793947083022,-1.671017649972845,1.5731092870559884,20.60336263787517,26.16295090390226,50.995112001173304,26.162950903902257,82.20174722415014,0.0
53,MIH119_1054,5,3,1,Mo44_PHW65_0034/PHT69,Mo44_PHW65_0034/PHT69,WIPV17/30017,1.0,70,44.0,40.0,49.0,23.0,0.04099117072773203,1.9767948512708335,-0.7309125495121702,1.4979114388155166,31.496592874640427,41.34647531457997,37.536177712829925,15.048886306329424,76.0947917872813,0.0
54,MIH119_1055,4,3,1,Mo44_PHW65_0035/PHT69,Mo44_PHW65_0035/PHT69,WIPV17/30618,1.0,70,42.0,45.0,47.0,25.0,0.018135848804021713,2.144506920509559,-1.0982934088030711,1.554084837427876,33.23401871576774,39.46709007300815,33.23401871576773,14.364846019678087,69.60950486908706,0.0
55,MIH119_1056,3,3,1,Mo44_PHW65_0042/PHT69,Mo44_PHW65_0042/PHT69,WIPV17/30021,1.0,69,56.0,35.0,53.0,20.0,0.06093881442351547,1.9238044001630867,-0.008270519098298268,2.575013136760184,30.399551126605445,52.280503883843295,43.41505834731657,20.068605174536813,89.64449786342342,0.0
56,MIH119_1057,3,4,1,Mo44_PHW65_0050/PHT69,Mo44_PHW65_0050/PHT69,WIPV17/30623,1.0,75,59.0,42.0,52.0,20.0,0.005937690497625189,2.4738397800939347,-0.007184538546832213,2.608961605736715,34.79479153066063,56.98962375105503,38.643530924824496,15.270323661048725,90.47854651263903,0.0
57,MIH119_1058,4,4,1,Mo44_PHW65_0056/PHT69,Mo44_PHW65_0056/PHT69,WIPV17/30625,1.0,55,59.0,25.0,50.0,18.0,0.5685814814729505,1.435147402762385,-6.812714220447575e-07,5.03739125162274,21.130913087034973,48.32997061305051,45.31538935183249,33.84100974471172,82.65399054858005,0.0
58,MIH119_1059,5,4,1,Mo44_PHW65_0060/PHT69,Mo44_PHW65_0060/PHT69,WIPV17/30626,1.0,73,58.0,40.0,51.0,20.0,0.012521662780648096,2.3054072893322783,-0.0033367617915411995,2.8186535735047755,32.78216809401351,55.46567584585606,39.068266599067876,16.957558873918728,88.64153259325968,0.0
61,MIH119_1062,8,4,1,Mo44_PHW65_0069/PHT69,Mo44_PHW65_0069/PHT69,WIPV17/30631,1.0,85,49.0,45.0,39.0,20.0,0.0030385898746621235,2.747477419454622,-0.011097216051037811,2.503438097719738,27.577164466275356,48.81354020649553,27.577164466275352,4.2706313946352505,76.09188917268926,0.0
62,MIH119_1063,9,4,1,Mo44_PHW65_0073/PHT69,Mo44_PHW65_0073/PHT69,WIPV17/30632,1.0,70,56.0,46.0,56.0,23.0,0.004722512788904253,2.4395565396257273,-0.4886579570767573,1.4720999410263438,40.28302881896447,52.62278676401087,38.900868745703846,19.153128026237447,83.45497949320911,0.0
63,MIH119_1064,10,4,1,Mo44_PHW65_0074/PHT69,Mo44_PHW65_0068/PHT69,WIPV17/30030,,80,49.0,44.0,45.0,29.0,0.08047529787639375,1.7421486664815138,-0.6262286264904884,1.2849767332601123,31.25962667065488,48.255579897598196,32.370291015239296,8.508760705679586,75.92876212201044,0.0
67,MIH119_1068,14,4,1,Mo44_PHW65_0084/PHT69,Mo44_PHW65_0242/PHT69,WIPV17/30105,,80,52.0,40.0,46.0,25.0,0.07949281139192438,1.7994549660566954,-0.11319872442424288,1.770845987315243,29.568230045580812,51.21000315663482,35.23804438347299,9.029705238680377,82.76634684011674,0.0
69,MIH119_1070,16,4,1,Mo44_PHW65_0093/PHT69,Mo44_PHW65_0093/PHT69,WIPV17/30038,1.0,75,60.0,45.0,50.0,30.0,0.0735279168561381,1.732050807568877,-0.04204250047668607,1.9743934833312877,35.35533905932738,57.9555495773441,35.35533905932737,15.529142706151244,82.87643779768254,0.0
71,MIH119_1072,18,4,1,Mo44_PHW65_0099/PHT69,Mo44_PHW65_0099/PHT69,WIPV17/30640,1.0,60,58.0,37.0,55.0,18.0,0.01311988867448442,2.3192008943731053,-0.0006545233470430469,3.5323148309730965,33.09982627336266,50.229473419497445,43.924953052601104,28.999999999999996,83.73940115896562,0.0
72,MIH119_1073,19,4,1,Mo44_PHW65_0104/PHT69,Mo44_PHW65_0104/PHT69,WIPV17/30643,1.0,77,53.0,35.0,57.0,18.0,0.025441267144310005,2.1550172129540357,-0.2503043363807668,1.6772055935481218,32.69385687200963,51.641613433617465,46.69166652447253,11.922405880224844,100.65838414166112,0.0
73,MIH119_1074,20,4,1,Mo44_PHW65_0105/PHT69,Mo44_PHW65_0105/PHT69,WIPV17/30644,1.0,75,79.0,40.0,41.0,25.0,0.08715248991107245,1.7994549660566952,-1.6327942594810822e-08,5.196682401492407,26.354291997148113,76.3081402768364,31.4078221678781,20.44670456309914,95.43696326737168,0.0
74,MIH119_1075,21,4,1,Mo44_PHW65_0110/PHT69,Mo44_PHW65_0103/PHT69,WIPV17/30642,,68,60.0,35.0,58.0,18.0,0.024935307828704224,2.155017212954036,-0.0048774415878678305,2.74933747785534,33.26743330836068,55.63103127400724,47.51081856876152,22.47639560495472,97.57759824069062,0.0
75,MIH119_1076,22,4,1,Mo44_PHW65_0110/PHT69,Mo44_PHW65_0110/PHT69,WIPV17/30645,1.0,68,51.0,48.0,59.0,25.0,0.0048502304826298775,2.381716224055729,-2.332356545424005,1.7539417699739803,43.84554470316626,47.28637658290616,39.478705775172635,19.104936264211513,83.56251229102736,0.0
76,MIH119_1077,23,4,1,Mo44_PHW65_0113/PHT69,Mo44_PHW65_0113/PHT69,WIPV17/30647,1.0,74,61.0,45.0,55.0,30.0,0.06857261530181327,1.7320508075688772,-0.21727354513972358,1.5491797284926987,38.890872965260115,58.63696345223745,38.89087296526011,16.81387870483695,86.93949683911237,0.0
77,MIH119_1078,24,4,1,Mo44_PHW65_0115/PHT69,Mo44_PHW65_0115/PHT69,WIPV17/30648,1.0,74,57.0,50.0,56.0,18.0,3.7044079626543674e-05,3.6678404122966635,-0.23268121788622484,1.8045161333218995,42.89848881466277,54.79191666848418,35.996106142446195,15.711329281568952,86.62010182867299,0.0
78,MIH119_1079,25,4,1,Mo44_PHW65_0116/PHT69,Mo44_PHW65_0116/PHT69,WIPV17/30649,1.0,70,58.0,45.0,59.0,20.0,0.0014740005869507485,2.747477419454622,-0.36640345665360097,1.604992251282983,41.71930009000631,54.502172005582686,41.7193000900063,19.837168312888785,89.81002042066963,0.0
79,MIH119_1080,26,4,1,Mo44_PHW65_0118/PHT69,Mo44_PHW65_0118/PHT69,WIPV17/30050,1.0,62,75.0,40.0,61.0,16.0,0.001015883797622958,2.9262881735892265,-2.012603382998958e-07,5.4190773888180015,39.210044190878904,66.22106946441953,46.72871103025766,35.21036720894181,98.86341829368514,0.0
80,MIH119_1081,27,4,1,Mo44_PHW65_0120/PHT69,Mo44_PHW65_0120/PHT69,WIPV17/30651,1.0,58,51.0,55.0,35.0,19.0,1.8102952396905193e-05,4.147642976111493,0.0,0.0,28.670321550114714,43.250452903977724,20.07517527228661,27.02588247589345,68.37730405984368,1.0
81,MIH119_1082,28,4,1,Mo44_PHW65_0128/PHT69,Mo44_PHW65_0135/PHT69,WIPV17/30655,,75,55.0,32.0,59.0,20.0,0.1356840989151651,1.7168144344801206,-0.2024466665558382,1.677711934775834,31.265236589759088,53.12592044589876,50.034837673229134,14.235047480638642,103.72407549388114,0.0
83,MIH119_1084,30,4,1,Mo44_PHW65_0134/PHT69,Mo44_PHW65_0134/PHT69,WIPV17/30654,1.0,25,82.0,25.0,82.0,12.0,0.031128032341827393,2.193805048836394,0.0,0.0,34.65469746273735,34.65469746273735,74.3172385370053,74.3172385370053,150.1292350588542,1.0
84,MIH119_1085,30,5,1,Mo44_PHW65_0134/PHT69,Mo44_PHW65_0111/PHT69,WIPV17/30646,,70,66.0,55.0,58.0,27.0,0.0006639577459913079,2.802898281448314,-0.008630736302762398,2.662711058470185,47.51081856876152,62.01971297186996,33.26743330836067,22.573329459494136,81.42750819979568,0.0
85,MIH119_1086,29,5,1,Mo44_PHW65_0136/PHT69,Mo44_PHW65_0136/PHT69,WIPV17/30656,1.0,53,70.0,53.0,70.0,26.0,0.0007413604258655786,2.7208450957162382,0.0,0.0,55.9044857033105,55.9044857033105,42.12705162064338,42.12705162064338,131.34613135498253,1.0
87,MIH119_1088,27,5,1,Mo44_PHW65_0139/PHT69,Mo44_PHW65_0121/PHT69,WIPV17/30652,,81,55.0,52.0,49.0,25.0,0.0013311196909973906,2.7448436880863576,-0.29160524325671505,1.562403560083535,38.61252692672937,54.32285873273258,30.167412290957255,8.603895577212699,79.91795523867275,0.0
89,MIH119_1090,25,5,1,Mo44_PHW65_0150/PHT69,Mo44_PHW65_0150/PHT69,WIPV17/30662,1.0,68,57.0,30.0,57.0,27.0,1.1089215920102349,1.1331137036677865,-0.12074701226049257,1.7060712839344274,28.500000000000007,52.84947971030688,49.363448015713,21.352575824706985,95.31590351064634,0.0
90,MIH119_1091,24,5,1,Mo44_PHW65_0151/PHT69,Mo44_PHW65_0147/PHT69,WIPV17/30661,,80,65.0,48.0,54.0,25.0,0.005481517023819281,2.381716224055729,-0.03585246753551845,2.061367713650459,40.12982057577929,64.01250394579353,36.13305274337834,11.287131548350471,93.60250038742532,0.0
92,MIH119_1093,22,5,1,Mo44_PHW65_0154/PHT69,Mo44_PHW65_0154/PHT69,WIPV17/30664,1.0,70,65.0,50.0,50.0,20.0,0.00021040777638941632,3.274316085206515,-6.586214310061917e-07,5.287138993297048,38.302222155948904,61.080020351084045,32.13938048432696,22.231309316168467,82.16804583576959,0.0
93,MIH119_1094,21,5,1,Mo44_PHW65_0155/PHT69,Mo44_PHW65_0155/PHT69,WIPV17/30665,1.0,85,60.0,50.0,44.0,30.0,0.019863788289534393,2.0641777724759116,-0.03886236141715473,1.9583808975306594,33.70595549723503,59.771681885504734,28.282654826207725,5.22934456485949,82.26204282746659,0.0
95,MIH119_1096,19,5,1,Mo44_PHW65_0159/PHT69,Mo44_PHW65_0159/PHT69,WIPV17/30667,1.0,88,59.0,55.0,45.0,40.0,0.05565304015087581,1.702000517791175,-0.38814950028734785,1.3289580045294056,36.86184199300463,58.96405879412665,25.810939635797073,2.059070305447557,78.82974286666123,0.0
96,MIH119_1097,18,5,1,Mo44_PHW65_0163/PHT69,Mo44_PHW65_0164/PHT69,WIPV17/30670,,76,53.0,40.0,56.0,25.0,0.06792509631139594,1.7994549660566952,-0.8915903928091024,1.2858660740786045,35.9961061424462,51.425673492627816,42.89848881466277,12.82186046678239,91.97960211602552,0.0
98,MIH119_1099,16,5,1,Mo44_PHW65_0165/PHT69,Mo44_PHW65_0165/PHT69,WIPV17/30671,1.0,68,69.0,54.0,62.0,39.0,0.046940035236890165,1.699690119896105,-0.1543719160542782,1.6104193116571905,50.159053651246744,63.97568596510833,36.442685642133334,25.84785494569793,81.30351248159721,0.0
100,MIH119_1101,14,5,1,Mo44_PHW65_0168/PHT69,Mo44_PHW65_0168/PHT69,WIPV17/30674,1.0,69,71.0,51.0,60.0,34.0,0.03326858788202075,1.830810324406235,-0.010709131747612516,2.366234061700586,46.62875768741826,66.28421028130133,37.75922346299025,25.44412441771632,86.32288122925402,0.0
101,MIH119_1102,13,5,1,Mo44_PHW65_0171/PHT69,Mo44_PHW65_0176/PHT69,WIPV17/30678,,70,55.0,45.0,53.0,25.0,0.015805920420737665,2.144506920509559,-0.24544929073618033,1.6321938081400205,37.47665940288702,51.68309414322496,37.476659402887016,18.81110788291178,79.89480067851018,0.0
102,MIH119_1103,12,5,1,Mo44_PHW65_0171/PHT69,Mo44_PHW65_0171/PHT69,WIPV17/30675,1.0,65,58.0,42.0,52.0,20.0,0.005937690497625189,2.4738397800939347,-0.0006797912230454293,3.455046740220687,34.79479153066063,52.565851648125694,38.643530924824496,24.511859180960567,80.78153946800882,0.0
103,MIH119_1104,11,5,1,Mo44_PHW65_0175/PHT69,Mo44_PHW65_0175/PHT69,WIPV17/30677,1.0,73,54.0,45.0,53.0,25.0,0.015805920420737665,2.144506920509559,-0.5297011194801451,1.4004767161098532,37.47665940288702,51.64045682200392,37.476659402887016,15.788072055027783,82.05580942206011,0.0
104,MIH119_1105,10,5,1,Mo44_PHW65_0177/PHT69,Mo44_PHW65_0177/PHT69,WIPV17/30679,1.0,68,52.0,45.0,43.0,33.0,0.1582724718887448,1.539864963814583,-0.007937959788403002,2.5097698145479224,30.405591591021544,48.21356043747295,30.40559159102154,19.479542857627425,65.8793078156028,0.0
105,MIH119_1106,9,5,1,Mo44_PHW65_0178/PHT69,Mo44_PHW65_0178/PHT69,WIPV17/30680,1.0,54,64.0,35.0,51.0,20.0,0.06314323000357751,1.923804400163087,-1.0517521464067678e-06,4.877078424339555,29.252398253903355,51.77708763999664,41.776754258738585,37.61825614671828,76.59725902855206,0.0
106,MIH119_1107,8,5,1,Mo44_PHW65_0179/PHT69,Mo44_PHW65_0179/PHT69,WIPV17/30681,1.0,75,64.0,50.0,46.0,31.0,0.025261842898931734,1.9834110521720616,-0.00018523023943871334,3.4019688059164475,35.23804438347299,61.81925288250037,29.568230045580805,16.564418886561327,79.49686425887029,0.0
107,MIH119_1108,7,5,1,Mo44_PHW65_0180/PHT69,Mo44_PHW65_0180/PHT69,WIPV17/30682,1.0,81,47.0,47.0,47.0,30.0,0.04492630960862523,1.8573970902098456,-1.0455372799804399,1.270586832967728,34.37362397610101,46.42135200797148,32.05392292293743,7.352419856890851,76.35731973657965,0.0
108,MIH119_1109,6,5,1,Mo44_PHW65_0185/PHT69,Mo44_PHW65_0193/PHT69,WIPV17/30689,,61,51.0,36.0,48.0,23.0,0.12780640306383312,1.7116269334729999,-0.0066774525916221805,2.7373282447852705,28.21369211003871,44.605605064109184,38.83281572999748,24.72529063256319,72.75521185096986,0.0
110,MIH119_1111,4,5,1,Mo44_PHW65_0185/PHT69,Mo44_PHW65_0200/PHT69,WIPV17/30691,,67,54.0,37.0,55.0,19.0,0.02073019204302655,2.1884798692252065,-0.06023547590362593,2.1130557780951458,33.09982627336266,49.70726208643178,43.924953052601104,21.09948093842078,87.83849466050557,0.0
111,MIH119_1112,3,5,1,Mo44_PHW65_0188/PHT69,Mo44_PHW65_0188/PHT69,WIPV17/30686,1.0,79,49.0,50.0,46.0,21.0,0.00046551639576134657,3.1046242518767295,-0.2933894302000403,1.657179998244671,35.23804438347299,48.09973198893554,29.568230045580805,9.349640773450695,74.83859829228155,0.0
112,MIH119_1113,3,6,1,Mo44_PHW65_0191/PHT69,Mo44_PHW65_0191/PHT69,WIPV17/30688,1.0,80,44.0,36.0,44.0,30.0,0.5938716170057144,1.2584085723648184,-0.504639373379704,1.4034795432740435,25.862551100868817,43.331541132537154,35.59674775249769,7.640519817344934,77.62348619129193,0.0
