plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,End.Angle,End.Length,Mid.Angle,Mid.Length,Stem.Angle,A1,N1,A2,N2,a,b,c,d,model_leaf_length
MIH119_1019,21,2,1,B37/OH43,B37/OH43,,1.0,77.5,59.5,44.0,57.5,29.5,0.11171500222386806,1.7613055912138798,-0.5324103283208459,1.4140147031399817,39.94304991619108,58.04848542925532,41.34967715055623,12.802021726814477,93.67571784850324
MIH119_1020,22,2,1,B37/OH43,B14A/OH43,,,89.0,51.0,50.0,51.0,18.0,4.754236184825974e-05,3.667840412296664,-0.8634072333253396,1.4561846839911847,39.06826659906788,50.99223245297596,32.7821680940135,0.8900727283014591,91.14018941768866
MIH119_1021,23,2,1,CG119/CG108,CG119/CG108,,1.0,68.5,46.5,39.0,54.5,18.5,0.11811405059831652,2.944369231634912,-1.2448440753393542,1.7051359274392675,33.75362002649542,42.220385173990735,42.62442453234416,18.29911897818957,84.90168503455733
MIH119_1022,24,2,1,CG119/CG108,LOCAL CHECK = LG5499VT2RIB,,,67.5,59.5,34.0,51.5,25.0,0.4099063333604204,1.4985138651772383,-0.04353464941346099,3.461251690675995,28.68553313266632,53.129422916360255,42.76212672874783,23.529699107758173,86.0067969914582
MIH119_1023,25,2,1,CG119/CG108,LOCAL CHECK = LG5499VT2RIB,,,79.5,45.0,40.0,46.0,25.0,0.08048050772254375,1.7994549660566954,-0.5428658574352669,1.4888819740167054,29.568230045580812,43.99568946097337,35.23804438347299,8.792481265668389,78.34062737343608
MIH119_1024,26,2,1,CG119/CG108,CG119/CG108,,1.0,58.5,43.0,31.5,51.5,22.5,1.0835320531984884,1.5732823084858316,-0.8672241737293394,1.4536572882131509,27.07352885323239,36.49250049178569,43.42168261306446,21.84256814898408,76.92429539172284
MIH119_1025,27,2,1,CG44/CGR01,CG44/CGR01,,1.0,69.0,49.0,40.5,51.5,18.5,0.00943509982198798,2.781310386790087,-2.6455518619410348,3.3453656436779915,33.015335657626075,42.59042578309528,39.32044030697659,20.48239872737354,81.02381216452716
MIH119_1026,28,2,1,CG44/CGR01,CG44/CGR01,,1.0,59.0,59.5,35.0,60.0,22.0,0.09428155098774021,1.8011543360293483,-0.27063001656337077,3.120878253054558,33.180529989202796,48.52887147806261,48.90043956132118,30.28457486387445,87.93461077336029
MIH119_1027,29,2,1,CGR01/CG44,PHW52/PHN82,,,100.5,56.5,49.0,45.5,29.0,0.011746167638116516,2.2343638415036446,-1.8568697403089465,2.573605960128462,33.770967481869405,50.51411359796416,29.230241956151247,-9.573115359214118,95.1353803424459
MIH119_1028,30,2,1,CGR01/CG44,PHW52/PHN82,,,75.0,59.5,42.5,41.0,35.0,0.7479758806837943,1.3510002588955876,-0.2713237238624639,3.2184370841913315,28.03963204943929,57.15237707298479,29.44066960269103,15.719969472261987,76.26433025418096
MIH119_1030,29,3,1,F42/OH43,F42/H95,,1.0,70.0,35.0,12.0,46.0,8.0,1.4792073380616213,1.512418523200966,-4.411453261378025e-06,5.0256703073982045,9.563937777616925,32.88924172750679,44.99478963375506,11.970705016398403,93.14678604511448
MIH119_1031,28,3,1,F42/OH43,F42/MO17,,,65.0,52.5,35.0,52.5,23.5,0.2508065316716876,1.6142235135721485,-0.45403966345991575,1.8547308493957582,30.10526546153657,47.455348557722715,42.76684776071559,21.984543869793058,82.31655866552137
MIH119_1033,26,3,1,F42/OH43,F42/H95,,,63.0,47.5,34.5,47.5,16.0,0.03824303466083273,2.5485587387998114,-0.006111581085664559,3.05390412342861,26.863717105346762,41.86902328155899,39.17168860277744,21.675275811596215,76.32529861296702
MIH119_1034,25,3,1,F42/OH43,F42/OH43,,1.0,71.0,63.5,35.0,60.0,16.0,0.02658966054144025,2.6090109336541376,-0.03181184914257818,3.5582751661262515,34.414586181062774,60.04548997171028,49.149122657339504,20.62917518580616,106.9720579299743
MIH119_1035,24,3,1,H95/B14A,PHG39/PHN82,,,64.0,45.5,35.0,55.5,20.0,0.0542117982851565,1.9770777522179737,-1.055631815794044,1.42804179449013,31.24829643732022,40.602367916965996,45.614876373732564,19.977545862645027,85.48704928437041
MIH119_1036,23,3,1,H95/B14A,PHG39/PHN82,,,71.0,51.5,40.0,52.0,16.0,0.005205711289732252,3.1265303395105892,-0.0538024035827379,2.347575346859017,33.42495570370005,47.39576825643407,39.834311042186854,17.63139477160147,84.81765335605897
MIH119_1037,22,3,1,Mo44/PHT69,Mo44/PHT69,,,79.5,50.0,40.0,48.0,25.0,0.1289860227092751,1.8793852415718164,-0.34565470763257844,1.610922678537852,30.85380526495389,48.277965138260804,36.77013326971094,10.122800823183157,82.83291603446372
MIH119_1038,21,3,1,Mo44/PHT69,Mo44/PHT69,,1.0,84.0,54.5,45.0,53.0,27.5,0.04183090510256606,1.938278864039218,-0.6679909289152257,1.390202927855961,37.47665940288702,54.01472477832719,37.476659402887016,6.203231680183612,91.06526457398454
MIH119_1039,20,3,1,Mo44_PHW65_0001/PHT69,Mo44_PHW65_0001/PHT69,WIPV17/30001,1.0,66.0,53.0,35.0,56.5,15.5,1.3737387123083709,3.565520365413792,-0.5425734209503231,2.327947580210466,30.348769892526327,44.61896686530367,45.37310278582022,21.434774191768728,91.46877158686377
MIH119_1040,19,3,1,Mo44_PHW65_0009/PHT69,Mo44_PHW65_0009/PHT69,WIPV17/30602,1.0,67.5,48.5,40.0,57.5,24.5,0.058363333237620545,1.842051797325165,-1.1145862254936234,1.526996747876541,36.96028755697601,44.823933348758246,44.04755547934123,18.401434615633125,86.77019206234793
MIH119_1041,18,3,1,Mo44_PHW65_0011/PHT69,Mo44_PHW65_0010/PHT69,WIPV17/30603,,68.0,52.0,38.0,54.5,25.5,0.15986691692770486,1.64454395114841,-0.5667565386587463,1.397513780158231,33.49185872088253,47.808530809565234,42.952653585151445,19.447340586642213,83.78827192669596
MIH119_1042,17,3,1,Mo44_PHW65_0012/PHT69,Mo44_PHW65_0012/PHT69,WIPV17/30005,1.0,85.0,62.0,55.0,50.0,18.0,2.3481515256022184e-06,4.395387608999857,-0.005497985395023193,2.751246885005402,40.957602214449594,61.764071281688224,28.678821817552304,5.403656050354806,90.03752670564134
MIH119_1043,16,3,1,Mo44_PHW65_0012/PHT69,Mo44_PHW65_0037/PHT69,WIPV17/30620,,62.5,47.0,29.0,57.5,17.5,1.0723144878791406,2.341486738411368,-0.3726917145500072,1.8084484168320358,28.08319402159438,41.569265217791155,50.015943962779374,21.83629262742504,93.26095793708319
MIH119_1046,13,3,1,Mo44_PHW65_0017/PHT69,Mo44_PHW65_0017/PHT69,WIPV17/30607,1.0,75.0,51.5,47.0,58.0,24.0,0.007930395589945415,2.427302527115039,-1.6850966089964194,1.444734975071706,42.41647588038839,49.74518005388702,39.50628461903657,13.329180822779819,89.22525449873518
MIH119_1047,12,3,1,Mo44_PHW65_0020/PHT69,Mo44_PHW65_0020/PHT69,WIPV17/30608,1.0,67.5,64.0,37.5,54.0,25.0,0.3982778963505413,1.691319284172384,-0.0005758949669522812,3.1986188117818504,32.281222920256965,59.055320633447245,42.71294692811346,24.5087280213313,90.5666727078983
MIH119_1048,11,3,1,Mo44_PHW65_0024/PHT69,Mo44_PHW65_0024/PHT69,WIPV17/30610,1.0,70.0,41.0,26.0,55.5,22.5,1.6399803311748318,1.1700183247919376,-0.7588893647675621,1.535882011214829,23.49169685635548,36.68348025739685,49.95347186251034,15.004271752333599,93.74835476831257
MIH119_1050,9,3,1,Mo44_PHW65_0029/PHT69,Mo44_PHW65_0029/PHT69,WIPV17/30014,1.0,80.0,65.5,50.0,49.5,26.5,0.005902178848964087,2.414738637114657,-0.11888368094067604,2.838679359417381,38.0270077725001,64.50490782229963,31.396466358175566,11.37395563718394,88.42547966692018
MIH119_1051,8,3,1,Mo44_PHW65_0031/PHT69,Mo44_PHW65_0031/PHT69,WIPV17/30015,1.0,49.0,49.0,34.5,57.5,19.0,0.06468184896073081,2.036502114731368,-3.1306751661159122,1.4832151020075883,31.497350705848696,34.82485963622285,46.9550195501361,31.733680939719477,75.69034579173984
MIH119_1052,7,3,1,Mo44_PHW65_0033/PHT69,Mo44_PHW65_0033/PHT69,WIPV17/30616,1.0,72.5,47.5,43.0,49.0,27.5,0.13094986421206695,1.837032559066333,-1.0050742280227278,1.2764557437513693,33.37212154561717,45.27811302215807,35.787218932660394,14.207529901502138,75.63346438223817
MIH119_1053,6,3,1,Mo44_PHW65_0033/PHT69,Mo44_PHW65_0036/PHT69,WIPV17/30019,,62.5,44.5,33.5,50.5,26.0,0.33753474022059965,1.546273769838616,-1.043940024158824,1.4751484763576292,26.56513728622818,38.68647703026854,41.76101196787724,17.596328071291314,79.37179890691229
MIH119_1054,5,3,1,Mo44_PHW65_0034/PHT69,Mo44_PHW65_0034/PHT69,WIPV17/30017,1.0,60.0,43.0,35.0,49.0,24.0,0.42481651479465743,1.6074632495530214,-0.7393930514438576,1.491750264000696,27.99829643732022,36.76017096278852,39.98571124913371,21.022982956582037,71.39635668984673
MIH119_1055,4,3,1,Mo44_PHW65_0035/PHT69,Mo44_PHW65_0035/PHT69,WIPV17/30618,1.0,72.5,48.5,45.0,49.0,27.5,0.04530277739153657,1.938278864039218,-0.7834206395187481,1.4540540460940847,34.64823227814083,46.296505259453454,34.648232278140824,14.299946750158364,75.09007520054072
MIH119_1056,3,3,1,Mo44_PHW65_0042/PHT69,Mo44_PHW65_0042/PHT69,WIPV17/30021,1.0,69.0,56.0,35.0,53.0,20.0,0.060938814423515474,1.9238044001630867,-0.00827051909829827,2.5750131367601843,30.399551126605445,52.280503883843295,43.41505834731657,20.068605174536813,89.64449786342342
MIH119_1057,3,4,1,Mo44_PHW65_0050/PHT69,Mo44_PHW65_0050/PHT69,WIPV17/30623,1.0,80.0,57.5,44.5,47.5,21.0,0.004522284127801236,2.5640227381455087,-0.008279412538054861,2.5366319392668646,33.12150035014248,56.38826342209639,33.98473020375596,10.075522627458792,86.85949469860759
MIH119_1058,4,4,1,Mo44_PHW65_0056/PHT69,Mo44_PHW65_0056/PHT69,WIPV17/30625,1.0,57.5,53.0,30.0,49.0,21.5,0.41966102735065036,1.4683736571230346,-0.07924523876361506,3.411479438412302,24.331291015942597,44.516582295459564,42.31734373885205,28.67050487235586,76.40169047417768
MIH119_1059,5,4,1,Mo44_PHW65_0060/PHT69,Mo44_PHW65_0060/PHT69,WIPV17/30626,1.0,67.5,54.5,35.0,51.5,17.5,0.026382321753631748,2.230053913855765,-0.0021865564150964183,3.093092422960681,29.391084047006757,50.24800154083067,42.050793797929344,20.45030428799958,87.41859733330618
MIH119_1062,8,4,1,Mo44_PHW65_0069/PHT69,Mo44_PHW65_0069/PHT69,WIPV17/30631,1.0,76.5,55.0,42.5,40.5,20.0,0.009586165840658994,2.52644235439345,-0.005548664473455058,3.9432120986080426,27.287122036555004,52.68587766753478,29.875515538636215,13.560816796502944,76.88099716942267
MIH119_1063,9,4,1,Mo44_PHW65_0073/PHT69,Mo44_PHW65_0073/PHT69,WIPV17/30632,1.0,66.0,59.0,45.0,59.5,26.5,0.04312601437045107,2.05608928094526,-0.5797917675944484,1.4006545811306637,42.023253078940655,53.68276876063217,42.109638083519435,24.13018245948134,83.97790607923541
MIH119_1064,10,4,1,Mo44_PHW65_0074/PHT69,Mo44_PHW65_0068/PHT69,WIPV17/30030,,72.5,54.0,42.0,49.5,25.0,0.04911489740259646,1.9640389699250242,-0.3144552113673895,2.129706716009306,32.985078796864,50.86386966638028,36.86834547183206,16.72161907419043,80.09111473521435
MIH119_1068,14,4,1,Mo44_PHW65_0084/PHT69,Mo44_PHW65_0242/PHT69,WIPV17/30105,,80.0,55.0,40.0,49.0,25.0,0.07578189904175586,1.7994549660566954,-0.12356096681815759,1.7390365942369166,31.496592874640427,54.16442641567144,37.536177712829925,9.550649771681169,87.89631674403569
MIH119_1070,16,4,1,Mo44_PHW65_0093/PHT69,Mo44_PHW65_0093/PHT69,WIPV17/30038,1.0,75.0,61.0,45.0,51.5,32.5,0.14273017389701503,1.5800994071554957,-0.12407466194262946,1.7339545011832067,36.41599923110721,58.92147540363317,36.41599923110719,15.787961751253766,84.0900058578484
MIH119_1072,18,4,1,Mo44_PHW65_0099/PHT69,Mo44_PHW65_0099/PHT69,WIPV17/30640,1.0,70.5,54.5,42.0,51.5,24.0,0.028621251587006506,2.0882989922914756,-0.284203057527199,2.4586781704045277,34.102401975541426,50.300789394924735,38.33043716780051,18.489078858525886,81.46081503676174
MIH119_1073,19,4,1,Mo44_PHW65_0104/PHT69,Mo44_PHW65_0104/PHT69,WIPV17/30643,1.0,68.5,55.5,37.5,59.5,24.0,0.12481071531894487,1.8041902033826953,-0.6100231775481714,1.4686819210775939,36.273344336287536,50.93554342655746,47.09321099892458,20.461202940112422,92.47690509202133
MIH119_1074,20,4,1,Mo44_PHW65_0105/PHT69,Mo44_PHW65_0105/PHT69,WIPV17/30644,1.0,72.5,66.5,41.0,47.5,27.5,0.1181891495772226,1.679500259060526,-0.311077350442414,3.260239951350026,31.243672370263226,63.525770899637735,35.76882137182869,19.457896151342627,88.47835433613628
MIH119_1075,21,4,1,Mo44_PHW65_0110/PHT69,Mo44_PHW65_0103/PHT69,WIPV17/30642,,68.0,60.0,35.0,58.0,18.0,0.024935307828704224,2.155017212954036,-0.004877441587867831,2.7493374778553394,33.26743330836068,55.63103127400724,47.51081856876152,22.47639560495472,97.57759824069063
MIH119_1076,22,4,1,Mo44_PHW65_0110/PHT69,Mo44_PHW65_0110/PHT69,WIPV17/30645,1.0,66.5,54.0,44.0,57.25,25.0,0.036632051579706615,2.090585595056212,-1.2192746684679854,1.8071554608190834,39.7601285203846,49.4729602219976,40.997086184137956,21.597088591715696,83.18576801109747
MIH119_1077,23,4,1,Mo44_PHW65_0113/PHT69,Mo44_PHW65_0113/PHT69,WIPV17/30647,1.0,73.0,58.0,42.0,53.0,26.5,0.06078080962695827,1.819891218988818,-0.12893873956415033,1.8262999759019118,35.493106454400916,55.472535924235444,39.2626584997828,16.90490669772953,86.00158972436182
MIH119_1078,24,4,1,Mo44_PHW65_0115/PHT69,Mo44_PHW65_0115/PHT69,WIPV17/30648,1.0,69.5,60.5,45.0,60.5,24.0,0.10973286770680082,2.560601803054009,-0.3464649717857261,1.6021483340936715,42.339841722143916,56.3978075194149,42.89449747258988,21.37944901648686,90.46646812135077
MIH119_1079,25,4,1,Mo44_PHW65_0116/PHT69,Mo44_PHW65_0116/PHT69,WIPV17/30649,1.0,75.0,54.5,42.5,55.5,25.0,0.12213145547667523,2.1004203066329885,-0.4708749997973412,1.508896827777596,37.57212789685318,52.36368370460265,40.77680556609658,14.346612686951115,89.13405443957144
MIH119_1080,26,4,1,Mo44_PHW65_0118/PHT69,Mo44_PHW65_0118/PHT69,WIPV17/30050,1.0,59.5,67.0,42.5,62.25,20.5,0.006934056351115478,2.535397547049393,-0.8618664832261002,3.367466289348961,42.05566239811233,57.85131648659977,45.8149958178017,33.6720351374142,89.69552031411345
MIH119_1081,27,4,1,Mo44_PHW65_0120/PHT69,Mo44_PHW65_0120/PHT69,WIPV17/30651,1.0,69.0,51.5,55.0,44.0,23.5,0.0006160778374253276,3.4167993644115,-1.46118069203831,1.306436895513604,36.04268994871564,47.23022803030628,25.237363199446023,18.027793857286913,79.40733406293998
MIH119_1082,28,4,1,Mo44_PHW65_0128/PHT69,Mo44_PHW65_0135/PHT69,WIPV17/30655,,75.0,55.0,32.0,59.0,20.0,0.1356840989151651,1.7168144344801206,-0.2024466665558382,1.677711934775834,31.265236589759088,53.125920445898764,50.03483767322914,14.235047480638642,103.72407549388114
MIH119_1085,30,5,1,Mo44_PHW65_0134/PHT69,Mo44_PHW65_0111/PHT69,WIPV17/30646,,75.0,62.5,50.0,55.0,27.5,0.021234707726140622,2.3418123733973233,-0.13376732203857714,2.087711025614737,42.140185595231,60.06168519979512,35.018492965030575,16.409285970921513,85.07461465877125
MIH119_1086,29,5,1,Mo44_PHW65_0136/PHT69,Mo44_PHW65_0136/PHT69,WIPV17/30656,1.0,59.0,61.5,41.5,60.5,23.0,0.1300697458679399,2.1535509617153914,-0.003091465545516769,2.844129659844881,40.70224285165526,51.969399208126475,43.14717360682488,32.26290974645023,86.09810801915764
MIH119_1088,27,5,1,Mo44_PHW65_0139/PHT69,Mo44_PHW65_0121/PHT69,WIPV17/30652,,81.0,55.0,52.0,49.0,25.0,0.0013311196909973903,2.7448436880863576,-0.29160524325671505,1.562403560083535,38.612526926729366,54.322858732732584,30.16741229095725,8.6038955772127,79.91795523867275
MIH119_1090,25,5,1,Mo44_PHW65_0150/PHT69,Mo44_PHW65_0150/PHT69,WIPV17/30662,1.0,69.0,59.5,37.5,58.5,25.0,0.5575663246582436,1.74448303474577,-0.14297742698782331,1.7319657225653642,35.463203435596434,55.5552110995166,45.89492744345293,21.278912355449222,93.26558542175536
MIH119_1091,24,5,1,Mo44_PHW65_0151/PHT69,Mo44_PHW65_0147/PHT69,WIPV17/30661,,75.0,60.5,49.0,56.5,22.5,0.0028129605381577247,2.828016154631122,-0.6628438060224383,1.6984654414503377,42.663221359899495,58.317645354902204,37.02876085744208,15.220129787293962,89.38048536509868
MIH119_1093,22,5,1,Mo44_PHW65_0154/PHT69,Mo44_PHW65_0154/PHT69,WIPV17/30664,1.0,72.5,60.5,47.5,51.75,22.5,0.007923688691753155,2.7094115028580372,-0.18074807267406662,3.3907555628342143,38.06621747471459,57.58593331163594,34.984796638903624,18.362587920954816,83.73520958596319
MIH119_1094,21,5,1,Mo44_PHW65_0155/PHT69,Mo44_PHW65_0155/PHT69,WIPV17/30665,1.0,85.0,61.5,52.5,47.75,25.0,0.009938095869373855,2.9939910863194994,-0.02927274121008709,2.1544553994450766,37.946142889059054,61.26597393264235,28.9109206491433,5.360078178980977,86.57736512475154
MIH119_1096,19,5,1,Mo44_PHW65_0159/PHT69,Mo44_PHW65_0159/PHT69,WIPV17/30667,1.0,84.0,58.5,52.5,46.5,32.5,0.02936575654595664,2.128862172325794,-0.2126540214790719,1.714366409274061,36.81598763135779,58.04145423441736,28.33237245037548,6.065332305064759,80.37454046659263
MIH119_1097,18,5,1,Mo44_PHW65_0163/PHT69,Mo44_PHW65_0164/PHT69,WIPV17/30670,,82.0,49.0,46.0,50.0,29.0,0.04645222418739598,1.8851961205992342,-0.9142550552588162,1.351412191097765,35.33428965057098,48.199130354243565,34.99379686449587,7.196168909197468,82.73466777376674
MIH119_1099,16,5,1,Mo44_PHW65_0165/PHT69,Mo44_PHW65_0165/PHT69,WIPV17/30671,1.0,63.5,63.0,48.5,62.0,31.5,0.03237279392627217,1.897076647790875,-0.75237189117461,1.4613681205204632,46.22147598756082,56.417111052564366,40.89330757126095,27.60251260778551,81.9422964932505
MIH119_1101,14,5,1,Mo44_PHW65_0168/PHT69,Mo44_PHW65_0168/PHT69,WIPV17/30674,1.0,76.0,63.0,55.0,56.5,36.5,0.02199095081473341,1.9430121624202588,-0.556655285015087,1.8439558390703805,46.02931231231511,60.43712431078702,32.52812071661156,16.073469152499715,81.92636935123502
MIH119_1102,13,5,1,Mo44_PHW65_0171/PHT69,Mo44_PHW65_0176/PHT69,WIPV17/30678,,70.0,55.0,45.0,53.0,25.0,0.01580592042073766,2.144506920509559,-0.24544929073618035,1.6321938081400205,37.47665940288702,51.68309414322496,37.476659402887016,18.81110788291178,79.8948006785102
MIH119_1103,12,5,1,Mo44_PHW65_0171/PHT69,Mo44_PHW65_0171/PHT69,WIPV17/30675,1.0,69.0,56.5,47.0,51.5,22.5,0.0035895313641570925,2.609341734090146,-0.09678745306111138,2.596076465278689,37.49166998230173,52.58130661304634,35.02113308321653,20.296151470355547,77.9701827668753
MIH119_1104,11,5,1,Mo44_PHW65_0175/PHT69,Mo44_PHW65_0175/PHT69,WIPV17/30677,1.0,73.0,54.0,45.0,53.0,25.0,0.01580592042073766,2.144506920509559,-0.5297011194801451,1.4004767161098532,37.47665940288702,51.64045682200392,37.476659402887016,15.788072055027785,82.05580942206011
MIH119_1105,10,5,1,Mo44_PHW65_0177/PHT69,Mo44_PHW65_0177/PHT69,WIPV17/30679,1.0,69.0,52.0,45.5,50.0,30.0,0.08957948631529952,1.7861038182145004,-0.6071530164791543,1.956820319301509,35.70398010516233,48.5387883591701,35.00055935359219,18.6322951552811,74.45481594780694
MIH119_1106,9,5,1,Mo44_PHW65_0178/PHT69,Mo44_PHW65_0178/PHT69,WIPV17/30680,1.0,53.0,66.5,41.0,55.5,25.0,0.049791300663417554,1.8906007451864668,-1.0517521464067678e-06,4.877078424339555,36.56681017552679,53.07491481943023,41.34832793124424,40.04944897209435,76.59725902855206
MIH119_1107,8,5,1,Mo44_PHW65_0179/PHT69,Mo44_PHW65_0179/PHT69,WIPV17/30681,1.0,80.5,59.0,50.0,47.5,27.5,0.013592241238703423,2.33006672328556,-0.34460911689937807,2.362420452754098,36.38711104815145,57.84385579826544,30.532411460110616,10.165634234372048,82.30217763651592
MIH119_1108,7,5,1,Mo44_PHW65_0180/PHT69,Mo44_PHW65_0180/PHT69,WIPV17/30682,1.0,74.0,52.0,47.0,54.0,28.5,0.02948685398581921,1.9810195931396468,-1.2063313313914636,1.2778383299592104,39.49309988743521,49.445064327380294,36.827911443374916,14.812047090389727,80.69102259217564
MIH119_1109,6,5,1,Mo44_PHW65_0185/PHT69,Mo44_PHW65_0193/PHT69,WIPV17/30689,,70.5,46.5,41.0,47.0,24.0,0.07064407747043759,1.9661644288971558,-0.44273749688441494,2.157723569756094,30.651661462808335,42.98376534531096,35.39355038555568,16.009257047287132,73.85156260491749
MIH119_1111,4,5,1,Mo44_PHW65_0185/PHT69,Mo44_PHW65_0200/PHT69,WIPV17/30691,,67.0,53.0,38.5,55.0,20.5,0.023180668093584086,2.1326621675292774,-0.33194600432154375,1.766392968737809,34.22657240306116,48.78675723297934,43.02869871207244,20.708749809931508,85.55258562316122
MIH119_1112,3,5,1,Mo44_PHW65_0188/PHT69,Mo44_PHW65_0188/PHT69,WIPV17/30686,1.0,77.0,51.0,50.0,46.5,28.0,0.03413463551061739,2.403312384833952,-0.3769552722128674,1.486224740520592,35.62106660503248,49.64690039112808,29.889623850424076,11.533525081942146,72.86750761773362
MIH119_1113,3,6,1,Mo44_PHW65_0191/PHT69,Mo44_PHW65_0191/PHT69,WIPV17/30688,1.0,73.0,46.0,35.5,47.5,24.5,0.318732547085366,1.6459794607320333,-0.31966046090685474,1.6542919890401853,27.557474677386086,43.590861549691,38.686751005618135,13.58193934249167,79.36252320336045
MIH119_1114,4,6,1,Mo44_PHW65_0195/PHT69,Mo44_PHW65_0195/PHT69,WIPV17/30690,1.0,76.5,58.0,52.5,55.5,26.0,0.002438859699828277,2.7375434267081475,-0.6413968736471366,1.5653542574443957,43.77360709989328,56.08777793124509,33.34188309203678,13.232644315273149,83.5414322468954
MIH119_1115,5,6,1,Mo44_PHW65_0207/PHT69,Mo44_PHW65_0207/PHT69,WIPV17/30693,1.0,68.0,57.0,46.0,59.5,21.0,0.0031096300565089064,2.726137899318604,-0.700444950112657,1.575539201478708,42.312110806114205,52.81626212368772,41.36892126736624,21.226262754355357,87.4920398466598
MIH119_1116,6,6,1,Mo44_PHW65_0207/PHT69,Mo44_PHW65_0187/PHT69,WIPV17/30685,,68.0,49.0,46.0,55.0,25.0,0.013748544467687295,2.242032283798726,-0.768696454353053,1.2664219633877294,38.91128555880413,45.146273170218,38.44806166060745,17.78996928559136,73.28004303505766
MIH119_1117,7,6,1,Mo44_PHW65_0210/PHT69,Mo44_PHW65_0210/PHT69,WIPV17/30694,1.0,85.5,51.0,53.5,49.5,33.5,0.03429085177041681,2.0831497947221003,-1.334791893066206,1.3421117078887956,39.734853055050564,50.738372352983205,29.36427231269589,4.115671133155179,79.56635083680351
MIH119_1118,8,6,1,Mo44_PHW65_0214/PHT69,Mo44_PHW65_0230/PHT69,WIPV17/30702,,81.0,58.0,52.0,52.0,35.0,0.0361174750333097,1.827946090762794,-0.6872763137744774,1.2565474829065917,40.97655918754954,57.285923754517995,32.014396716934236,9.07319897233339,81.9927282789703
